,Unnamed: 0,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set
791,791,"19th International Symposium on High Performance Computing Systems and Applications, 2005. HPCS 2005",2005.0,-,conferencia,hpcs,ieee international symposium on network computing and applications,international symposium compimage,ieee international symposium on network computing and applications,international symposium on visual computing,70,82,71,91,,B3,,A3
792,792,XII Simpósio em Sistemas Computacionais de Alto Desempenho,2011.0,-,conferencia,-,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,96,100,96,100,B1,B1,B1,B1
793,793,XV Simpósio em Sistemas Computacionais de Alto Desempenho - WSCAD 2014,2014.0,-,conferencia,wscad,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,87,100,89,100,B1,B1,B1,B1
794,794,15th International Conference on Computational Science and Its Applications -- ICCSA,2015.0,-,conferencia,its,international conference on computational science and its applications,international conference on computational science,international conference on computational science and its applications,international conference on computational science,91,100,93,100,A3,B2,A3,B2
795,795,the 31st Annual ACM Symposium,,-,conferencia,-,ieee computer society annual symposium on vlsi,ieee computer society annual symposium on vlsi,annual acm symposium on theory of computing,annual symposium of the american medical informatics association,59,76,67,82,,,,A3
796,796,The 32nd ACM SIGAPP Symposium On Applied Computing,2017.0,-,conferencia,-,acm symposium on applied computing,acm symposium on applied computing,acm symposium on applied computing,acm symposium on applied computing,81,94,81,100,A2,A2,A2,A2
797,797,XI Congresso Brasileiro de Agroinformática,2017.0,-,conferencia,-,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,96,100,96,100,B4,B4,B4,B4
798,798,XXXVII Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos,,-,conferencia,-,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,95,100,95,100,A4,A4,A4,A4
799,799,"1st ISATA ? International Symposium on Agricultural Technology Adoption: studies, methods and experiences",2020.0,-,conferencia,-,international symposium on automated technology for verification and analysis,international symposium compimage,msta - international kes conference on agents and multi-agent systems: technologies and applications,international symposium on formal methods,60,82,60,91,,B3,,A3
800,800,XXII ENAPET ? Encontro Nacional do Programa de Educação Tutorial,2017.0,-,conferencia,-,simposio internacional de informatica educatica,congreso internacional de informatica educativa,simposio internacional de informatica educatica,simposio internacional de educacao a distancia e encontro de pesquisadores em educacao a distancia,56,62,55,62,,,,
801,801,"20th International Conference on Computational Science and Its Applications, ICCSA 2020",2020.0,-,conferencia,its,international conference on computational science and its applications,international conference on computational science,international conference on computational science and its applications,international conference on computational science,89,100,90,100,A3,B2,A3,B2
802,802,"High Performance Computing and Communications, Third International Conference, HPCC 2007",2007.0,-,conferencia,hpcc,"international performance, computing, and communications conference",international cad conference,international conference on high performance computing and communications,"international performance, computing, and communications conference",68,86,88,100,,B2,A3,B1
803,803,6th International Conference on the Quality of Information and Communications Technology (QUATIC 2007),,-,conferencia,quatic,international conference on quality of information and communications technology,international conference on quality of information and communications technology,international conference on quality of information and communications technology,international conference on information quality,88,95,89,100,B3,B3,B3,B2
804,804,19th ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming,2014.0,-,conferencia,-,acm sigplan symposium on principles and practice of parallel programming,acm sigplan symposium on principles and practice of parallel programming,acm sigplan symposium on principles and practice of parallel programming,acm sigplan symposium on principles and practice of parallel programming,97,100,97,100,A2,A2,A2,A2
805,805,XVI Simpósio Brasileiro de Qualidade de Software (SBQS),2017.0,-,conferencia,sbqs,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,89,100,91,100,B1,B1,B1,B1
806,806,XVIII Simpósio em Sistemas Computacionais de Alto Desempenho,2017.0,-,conferencia,-,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,95,100,95,100,B1,B1,B1,B1
807,807,VII Simpósio Brasileiro de Qualidade de Software,2008.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,96,100,96,100,B1,B1,B1,B1
808,808,XIX Conferencia Latinoamericana de Informática,1993.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,95,100,95,100,B2,B2,B2,B2
809,809,DIMACS Workshop on Whole Genome Comparison,2001.0,-,conferencia,-,international workshop on algorithms and computation,workshop on exascale mpi,european workshop on computational geometry,european workshop on computational geometry,60,67,66,66,,,,
810,810,10th International Congress on Molecular Plant-Microbe Interactions,2001.0,-,conferencia,-,international conference on human-computer interaction,international conference on modularity,international conference on microelectronics,ieee international congress on bigdata,69,76,65,79,,,,
811,811,XXIII Congresso da Sociedade Brasileira de Computação,2003.0,-,conferencia,-,congresso brasileiro de automatica,simposio brasileiro de computacao musical,congresso brasileiro de pesquisadores em cibercultura,congresso brasileiro de informatica em saude,64,70,64,68,,,,
812,812,The 15th Symposium on Computer Architecture and High Performance Computing,2003.0,-,conferencia,-,international symposium on computer architecture and high performance computing,international symposium on computer architecture and high performance computing,international symposium on computer architecture and high performance computing,international symposium on computer architecture and high performance computing,90,91,85,94,A4,A4,A4,A4
813,813,Second Brazilian Workshop on Bioinformatics,2003.0,-,conferencia,-,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,75,82,78,84,,B1,,B1
814,814,XI Congresso Latinoamericano de Buiatria,2003.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,ieee international congress on bigdata,congresso brasileiro de automatica,71,70,62,65,,,,
815,815,XI Congresso LAtinoamericano de Buiatria,2003.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,ieee international congress on bigdata,congresso brasileiro de automatica,71,70,62,65,,,,
816,816,Terceiro Workshop Brasileiro de Bioinformática,2004.0,-,conferencia,-,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,workshop brasileiro de metodos ageis,75,81,68,76,,B4,,
817,817,VII Congresso Internacional de Zootecnia,2005.0,-,conferencia,-,congreso internacional de informatica educativa,congresso internacional de ergonomia e usabilidade de interfaces humano computador,international conference on technical debt,congresso internacional de design da informacao,74,78,71,79,,,,
818,818,"Second Brazilian Symposium on Bioinformatics, BSB 2007",2007.0,-,conferencia,bsb,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,81,100,82,100,B1,B1,B1,B1
819,819,Braziliam Symposium on Bioinformatics,2005.0,-,conferencia,-,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,97,97,97,97,B1,B1,B1,B1
820,820,[ JAI ] - Jornadas de Atualização em Informática,2005.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,congresso brasileiro de informatica em saude,workshop de informatica medica,56,60,60,64,,,,
821,821,Braziliam Symposium on Bioinformatics,2007.0,-,conferencia,-,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,97,97,97,97,B1,B1,B1,B1
822,822,American Society of Microbiology 108th General Meeting,2008.0,-,conferencia,-,ieee power & energy society general meeting,ieee power & energy society general meeting,ieee power & energy society general meeting,ieee power & energy society general meeting,56,60,59,72,,,,
823,823,"6th Brazilian Symposium on Bioinformatics, BSB 2011",2011.0,-,conferencia,bsb,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,84,100,85,100,B1,B1,B1,B1
824,824,The Sixth International Conference on Forensic Computer Science,,-,conferencia,-,international conference on discovery science,international cad conference,international conference of the chilean computer science society,international cad conference,76,86,80,92,,B2,B3,B2
825,825,European Academy of Forensic Science (EAFS) Conference.,2012.0,-,conferencia,-,european semantic web conference,ieee oceans conference,european conference on modelling and simulation,european control conference,62,77,65,83,,,,A2
826,826,VII MEETING SLAMTB - Sociedade Latinoamericana de Tuberculose e outras Micobacterioses,2014.0,-,conferencia,-,ieee latin-american conference on communications,interaction latin america,"iaria international conference on ehealth, telemedicine, and social medicine",conferencia latinoamericana de informatica,51,64,47,60,,,,
827,827,The third International Society for Computational Biology Latin America X-Meeting on Bioinformatics with BSB and SoiBio (ISCB-Latin America),2014.0,-,conferencia,latin,international conference on computational systems-biology and bioinformatics,international conference on computational logistics,international conference on computational systems-biology and bioinformatics,international conference on bioinformatics & computational biology,55,75,62,91,,,,B3
828,828,28° Congresso Brasileiro de Microbiologia,2015.0,-,conferencia,-,congresso brasileiro de automatica,congresso brasileiro de automatica,congresso brasileiro de informatica em saude,congresso brasileiro de automatica,76,79,69,81,,,,B4
829,829,FAO International Symposium on ?The Role of Agricultural Biotechnologies in Sustainable Food Systems and Nutrition?,2016.0,-,conferencia,-,ieee international symposium on performance analysis of systems and software,international symposium compimage,"international symposium on communication systems, networks and digital signal processing",robocup international symposium,60,79,61,85,,,,A4
830,830,"8th International Conference on Bioinformatics Models, Methods and Algorithms",,-,conferencia,models,international conference on brain informatics and health,international conference on social informatics,international conference on methods and models in automation and robotics,international cad conference,75,87,72,92,,A3,,B2
831,831,Brazilian Symposium on Bioinformatics,2018.0,-,conferencia,-,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,100,100,100,100,B1,B1,B1,B1
832,832,XXVI Congresso da Sociedade Brasileira de Computação,2006.0,-,conferencia,-,congresso brasileiro de automatica,simposio brasileiro de computacao musical,congresso brasileiro de pesquisadores em cibercultura,congresso brasileiro de informatica em saude,65,70,65,69,,,,
833,833,"Conferência IADIS Ibero Americana WWW/Internet 2006, 2006",2006.0,-,conferencia,www,conferencia iberoamericana de software engineering,conferencia latinoamericana de informatica,ibero-american conference on artificial intelligence,ibero-american conference on artificial intelligence,62,67,61,64,,,,
834,834,VII Workshop em Sistemas Computacionais de Alto Desempenho,2006.0,-,conferencia,-,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,workshop em desempenho de sistemas computacionais e de comunicacao,89,91,80,92,B1,B1,B1,B4
835,835,III Workshop on Grid Computing and Applications,2005.0,-,conferencia,-,ieee conference on service-oriented computing and applications,workshop of urban computing,ieee international symposium on network computing and applications,workshop of urban computing,70,81,71,80,,B1,,B1
836,836,"VEM - VI Workshop on Software Visualization, Evolution and Maintenance",2018.0,-,conferencia,vem,"workshop on software visualization, evolution and maintenance","workshop on software visualization, evolution and maintenance","workshop on software visualization, evolution and maintenance","workshop on software visualization, evolution and maintenance",93,100,94,100,B1,B1,B1,B1
837,837,BiDU - Workshop on Big Social Data and Urban Computing,2018.0,-,conferencia,-,workshop of urban computing,workshop on exascale mpi,workshop of urban computing,workshop of urban computing,64,71,66,94,,,,B1
838,838,WebMedia,,-,conferencia,webmedia,spie medical imaging,acm conference on hypertext and hypermedia,spie medical imaging,spie medical imaging,43,75,36,36,,,,
839,839,Conferência IADIS Ibero Americana WWW/Internet 2006,,-,conferencia,www,conferencia iberoamericana de software engineering,conferencia latinoamericana de informatica,ibero-american conference on artificial intelligence,ibero-american conference on artificial intelligence,65,67,64,64,,,,
840,840,XXXIII SEMISH - Seminário Integrado de Software e Hardware,2006.0,-,conferencia,semish,seminario integrado de software e hardware,seminario integrado de software e hardware,seminario integrado de software e hardware,seminario integrado de software e hardware,84,100,86,100,B1,B1,B1,B1
841,841,High Performance Computing and Simulation Conference (HPCS 2007),2007.0,-,conferencia,hpcs,"international performance, computing, and communications conference",social simulation conference,international conference on high performance computing & simulation,international conference on high performance computing & simulation,70,82,77,87,,B4,,A4
842,842,Symposium on Computer Architecture and High Performance Computing,2004.0,-,conferencia,-,international symposium on computer architecture and high performance computing,international symposium on computer architecture and high performance computing,international symposium on computer architecture and high performance computing,international symposium on computer architecture and high performance computing,90,100,90,100,A4,A4,A4,A4
843,843,2014 IEEE/ACM 7th International Conference on Utility and Cloud Computing (UCC),2014.0,-,conferencia,ucc,ieee/acm international conference on utility and cloud computing,ieee/acm international conference on utility and cloud computing,ieee/acm international conference on utility and cloud computing,ieee international conference on cloud computing,90,94,91,100,A3,A3,A3,A2
844,844,"2015 23rd Euromicro International Conference on Parallel, Distributed and NetworkBased Processing (PDP)",,-,conferencia,euromicro,"euromicro international conference on parallel, distributed and network-based processing","euromicro international conference on parallel, distributed and network-based processing","euromicro international conference on parallel, distributed and network-based processing",international conference on parallel processing,91,99,88,100,A3,A3,A3,A3
845,845,XXXIV Simpósio Brasileiro de Redes de Computadores e Sistemas Distribuídos - SBRC,2016.0,-,conferencia,sbrc,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,simposio brasileiro de redes de computadores e sistemas distribuidos,91,100,93,100,A4,A4,A4,A4
846,846,"10th International Conference, GECON - Economics of Grids, Clouds, Systems, and Services",2013.0,-,conferencia,gecon,"international conference on economics of grids, clouds, systems and services","international conference on economics of grids, clouds, systems and services","international conference on economics of grids, clouds, systems and services","international conference on economics of grids, clouds, systems and services",93,91,91,98,B3,B3,B3,B3
847,847,IT CONFERENCE SUCESU-MT 2003,2003.0,-,conferencia,-,ieee conference on games,agile conference,ieee oceans conference,agile conference,58,75,64,77,,,,
848,848,II Jornada da Produção Científica da Educação Profissional e Tecnológica da Região Centro Oeste,,-,conferencia,-,simposio internacional de educacao a distancia e encontro de pesquisadores em educacao a distancia,congresso sobre tecnologias na educacao,workshop de tecnologia da informacao e comunicacao das instituicoes federais de ensino superior do brasil,congresso sobre tecnologias na educacao,48,62,51,52,,,,
849,849,the 5th ACM,2018.0,-,conferencia,-,computer on the beach,annual conference of the north american fuzzy information processing society,computer on the beach,international acm sigsoft conference on the quality of software architectures,50,73,50,78,,,,
850,850,I Jornada Científica do Estado de Mato Grosso,2006.0,-,conferencia,-,international conference on metadata and semantics research,international conference on scientific and statistical database management,seminario de computacao e mercado,congresso brasileiro de informatica em saude,50,56,49,49,,,,
851,851,WOB - II Workshp Brasileiro de Bioinformática,2003.0,-,conferencia,-,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,congresso brasileiro de agroinformatica,71,78,66,73,,,,
852,852,6º Jornada Ciêntífica da UFSCar,2005.0,-,conferencia,-,workshop de informatica na escola,international conference on scientific and statistical database management,ieee scientific visualization,ieee scientific visualization,50,61,47,47,,,,
853,853,Proceedings of the IEEE WCCI 2006,2006.0,-,conferencia,wcci,annual meeting of the cognitive science society,annual meeting of the cognitive science society,proceedings on privacy enhancing technologies,ieee frontiers in education conference,50,58,51,54,,,,
854,854,I Simpósio de Biotecnologia da UFSCar,2007.0,-,conferencia,-,simposio brasileiro de tecnologia da informacao,simposio brasileiro de tecnologia da informacao,simposio brasileiro de qualidade de software,simposio brasileiro de tecnologia da informacao,69,70,59,67,,,,
855,855,IEEE Congress on Evolutionary Computation (CEC 2008) in World Congress on Computational Intelligence,2008.0,-,conferencia,cec,international conference on computational science and computational intelligence,ieee congress on evolutionary computation,ieee world congress on computational intelligence,ieee congress on evolutionary computation,66,100,67,100,,A1,,A1
856,856,International Conference on Bioinformatics and Computational Biology,2010.0,-,conferencia,-,international conference on bioinformatics & computational biology,acm international conference on bioinformatics and computational biology and health informatics,international conference on bioinformatics & computational biology,acm international conference on bioinformatics and computational biology and health informatics,97,100,97,100,B3,A4,B3,A4
857,857,Alice Brasil,,-,conferencia,-,caise forum,congresso de engenharia de audio da audio engineering society brasil.,caise forum,congresso de engenharia de audio da audio engineering society brasil.,43,75,43,67,,,,
858,858,n: X-Meeting 2015 - 11th International Conference of th AB3C + Brazilian Symposium of Bioinformatics,2015.0,-,conferencia,-,iapr international conference on pattern recognition in bioinformatics,brazilian symposium on bioinformatics,international conference on computational systems-biology and bioinformatics,brazilian symposium on bioinformatics,61,97,63,96,,B1,,B1
859,859,Encontro de Teoria da Computação,2016.0,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,workshop de desafios da computacao aplicada a educacao,seminario de computacao e mercado,seminario de computacao e mercado,61,69,68,68,,,,
860,860,Brazilian Summer School on Combinatorics and Algorithms,2001.0,-,conferencia,-,international workshop on combinatorial algorithms,international workshop on combinatorial algorithms,brazilian workshop on social network analysis and mining,brazilian symposium on geoinformatics,69,70,61,65,,,,
861,861,Workshop Internacional de Combinatória,1996.0,-,conferencia,-,congreso internacional de informatica educativa,workshop iberchip,international workshop on combinatorial algorithms,international workshop on combinatorial algorithms,68,76,77,77,,,,
862,862,XVII Congresso da Sociedade Brasileuira de Computação,1997.0,-,conferencia,-,congresso brasileiro de automatica,simposio brasileiro de computacao musical,congresso brasileiro de pesquisadores em cibercultura,congresso brasileiro de informatica em saude,64,69,64,68,,,,
863,863,"VI Latin American Algorithms, Graphs, and Optimization Symposium",2011.0,-,conferencia,latin,"latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium",95,97,98,100,B3,B3,B3,B3
864,864,"CONFERENCE ON GRAPHICS, PATTERNS AND IMAGES",2012.0,-,conferencia,patterns,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",100,100,100,100,A3,A3,A3,A3
865,865,Workshop de Visão Computacional,2012.0,-,conferencia,-,workshop de visao computacional,workshop de visao computacional,workshop de visao computacional,workshop de visao computacional,100,100,100,100,B4,B4,B4,B4
866,866,Brazilian Conference on Intelligent Systems,2013.0,-,conferencia,-,brazilian conference on intelligent system,brazilian conference on intelligent system,brazilian conference on intelligent system,brazilian conference on intelligent system,99,100,99,99,A4,A4,A4,A4
867,867,22nd International Conference on Pattern Recognition (ICPR),2014.0,-,conferencia,icpr,international conference on pattern recognition,international conference on pattern recognition,international conference on pattern recognition,international conference on pattern recognition,89,100,90,100,A2,A2,A2,A2
868,868,"Conference on Graphics, Patterns and Images (SIBGRAPI)",2014.0,-,conferencia,patterns,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",89,100,90,100,A3,A3,A3,A3
869,869,2019 XV Workshop de Visão Computacional (WVC),2019.0,-,conferencia,wvc,workshop de visao computacional,workshop de visao computacional,workshop de visao computacional,workshop de visao computacional,82,100,84,100,B4,B4,B4,B4
870,870,ACM-SIAM Symposuim on Discrete Algorithms,2005.0,-,conferencia,-,acm-siam symposium on discrete algorithms,acm-siam symposium on discrete algorithms,acm-siam symposium on discrete algorithms,acm-siam symposium on discrete algorithms,98,98,98,98,A1,A1,A1,A1
871,871,Workshop on Solving Irregularly Structured Problems in Parallel,1999.0,-,conferencia,-,workshop on selected areas in cryptography,workshop on software modularity,parallel processing workshops,workshop iberchip,57,68,59,64,,,,
872,872,XVIII CNMAC - Congresso Nacional de Matemática Aplicada e Computacional,1995.0,-,conferencia,cnmac,congresso nacional de matematica aplicada e computacional,congresso nacional de matematica aplicada e computacional,congresso nacional de matematica aplicada e computacional,congresso nacional de matematica aplicada e computacional,89,100,90,100,B3,B3,B3,B3
873,873,The 2001 International Conference on Parallel and Distributed Processing Techniques and Applications PDPTA'2001,2001.0,-,conferencia,-,international conference on parallel and distributed processing techniques and applications,international conference on parallel and distributed processing techniques and applications,international conference on parallel and distributed processing techniques and applications,international conference on parallel processing,90,100,90,100,B2,B2,B2,A3
874,874,13th International Conference on Parallel and Distributed Computing and Systems,2001.0,-,conferencia,-,international conference on parallel and distributed systems,international conference on parallel and distributed systems,international conference on parallel and distributed systems,international conference on distributed computing systems,86,90,86,100,B1,B1,B1,A1
875,875,XXI Congresso da Sociedade Brasileira de Computação,2001.0,-,conferencia,-,congresso brasileiro de automatica,simposio brasileiro de computacao musical,congresso brasileiro de pesquisadores em cibercultura,congresso brasileiro de informatica em saude,66,70,65,69,,,,
876,876,Third International Workshop on Experimental and Efficient Algorithms - WEA 2004,2004.0,-,conferencia,-,international workshop on intelligent and resilient cities,international i*workshop,international workshop on combinatorial algorithms,international i*workshop,67,92,70,96,,B4,,B4
877,877,Euro-Par 2004,2004.0,-,conferencia,euro,eurohaptics,east european conference on advances in databases and information systems,eurohaptics,euro american conference on telematics and information systems,42,54,42,47,,,,
878,878,VI Workshop em Sistemas Computacionais de Alto Desempenho,2005.0,-,conferencia,-,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,workshop em desempenho de sistemas computacionais e de comunicacao,90,91,81,92,B1,B1,B1,B4
879,879,VII Workshop em Sistemas Computacionais de Alto Desempenho - WSCAD 2006,2006.0,-,conferencia,wscad,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,80,91,75,91,B1,B1,,B1
880,880,The Seventh IEEE International Symposium on Cluster Computing and the Grid ? CCGrid 2007,2007.0,-,conferencia,cluster,"ieee/acm international symposium on cluster, cloud and grid computing",international symposium on visual computing,"ieee/acm international symposium on cluster, cloud and grid computing","ieee/acm international symposium on cluster, cloud and grid computing",70,86,81,92,,A3,A2,A2
881,881,International Latin American Grid Workshop LAGrid 2008,2008.0,-,conferencia,latin,interaction latin america,interaction latin america,international workshop on multi-agent based simulation,international i*workshop,61,88,69,96,,B4,,B4
882,882,"10th International Conference on High Performance Computing, Grid and e-Science in Asia Pacific Region HPC Asia 2009",2009.0,-,conferencia,-,international conference on high performance computing and communications,ieee international conference on high performance computing,"international conference for high performance computing, networking, storage and analysis",ieee international conference on high performance computing,71,93,67,96,,A3,,A3
883,883,"10th International Conference on High Performance Computing, Grid and e-Science in Asia Pacific Region HPC-Asia 2009",2009.0,-,conferencia,-,international conference on high performance computing and communications,ieee international conference on high performance computing,"international conference for high performance computing, networking, storage and analysis",ieee international conference on high performance computing,71,93,67,96,,A3,,A3
884,884,2012 41st International Conference on Parallel Processing Workshops (ICPPW),2012.0,-,conferencia,-,international conference on parallel processing,parallel processing workshops,international conference on parallel processing,parallel processing workshops,77,100,78,100,,B2,,B2
885,885,"2014 International Conference on Computational Science,",2014.0,-,conferencia,-,international conference on computational science,international conference on computational science,international conference on computational science,international conference on computational science,94,100,95,100,B2,B2,B2,B2
886,886,XIX SIMPÓSIO DE SISTEMAS COMPUTACIONAIS DE ALTO DESEMPENHO,2018.0,-,conferencia,-,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,95,98,91,97,B1,B1,B1,B1
887,887,XIX Simpósio em Sistemas Computacionais de Alto Desempenho (WSCAD 2019),2019.0,-,conferencia,wscad,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,86,100,88,100,B1,B1,B1,B1
888,888,VIII Workshop em Sistemas Computacionais de Alto Desempenho (WSCAD 2007),2007.0,-,conferencia,wscad,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,79,91,74,91,,B1,,B1
889,889,"LAGOS'09 - V Latin-American Algorithms, Graphs and Optimization Symposium",2009.0,-,conferencia,lagos,"latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium","latin-american algorithms, graphs and optimization symposium",90,100,91,100,B3,B3,B3,B3
890,890,IV Workshop de teses de doutorado em andamento do IC-UNICAMP,2008.0,-,conferencia,iv,workshop de testes e tolerancia a falhas,workshop de testes e tolerancia a falhas,workshop de realidade virtual e aumentada,workshop iberchip,58,70,57,64,,,,
891,891,CLEI - XXVII Latin-American Conference on informatics,2001.0,-,conferencia,clei,ieee latin-american conference on communications,americas conference on information systems,latin american conference on human computer interaction,american control conference,73,84,72,83,,A3,,A1
892,892,11º Simpósio Internacional de Iniciação Científica da USP,2003.0,-,conferencia,-,simposio internacional de informatica educatica,simposio internacional de informatica educatica,simposio internacional de informatica educatica,simposio internacional de informatica educatica,71,79,67,71,,,,
893,893,4ª Mostra de Trabalhos Monográficos,1997.0,-,conferencia,-,simposio brasileiro de sistemas colaborativos,workshop de pesquisa em computacao dos campos gerais,international conference on image and graphics,international conference on image and graphics,50,53,52,52,,,,
894,894,VI Simpósio de Teses e Dissertações,2001.0,-,conferencia,-,ieee symposium on 3d user interfaces,ieee symposium on 3d user interfaces,ieee vlsi test symposium,simposio de instrumentacao e imagens medicas,62,62,61,63,,,,
895,895,II Encontro de Extensão da Univesidade Federal da Grande Dourados e II Encontro de Bolsistas de Extensão de Mato Grosso do Sul,2008.0,-,conferencia,-,simposio internacional de educacao a distancia e encontro de pesquisadores em educacao a distancia,workshop de gestao de identidades digitais,simposio internacional de educacao a distancia e encontro de pesquisadores em educacao a distancia,encontro nacional da associacao nacional de pos-graduacao e pesquisa em administracao,48,57,48,53,,,,
896,896,VII Jornada Peruana de Computación,2008.0,-,conferencia,-,simposio de mecanica computacional,congresso nacional de matematica aplicada e computacional,simposio de mecanica computacional,simposio de mecanica computacional,62,62,65,68,,,,
897,897,1º Congresso de Computação da Grande Dourados,2008.0,-,conferencia,-,seminario de computacao e mercado,seminario de computacao e mercado,world congress in computational mechanics,congresso internacional de design da informacao,62,67,58,61,,,,
898,898,Joint Conference - SBIA/SBRN/JRI - III Workshop on Computational Intelligence (WCI 2010),2010.0,-,conferencia,-,ieee conference on computational intelligence and games,workshop on computational intelligence and smart cities,international joint conference on computational intelligence,international joint conference on computational intelligence,62,79,70,87,,,,B3
899,899,International Conference on Software Engineering Advances -- ICSEA,2015.0,-,conferencia,-,iaria international conference on software engineering advances,international conference on software engineering,iaria international conference on software engineering advances,international conference on software engineering,88,100,95,100,B4,A1,B4,A1
900,900,V Simpósio de Teses e Dissertações,2000.0,-,conferencia,-,ieee symposium on 3d user interfaces,ieee symposium on 3d user interfaces,ieee symposium on 3d user interfaces,simposio de instrumentacao e imagens medicas,60,64,60,64,,,,
901,901,ETI - Encontro de Tecnologia e Informática,2006.0,-,conferencia,-,simposio brasileiro de tecnologia da informacao,simposio brasileiro de tecnologia da informacao,simposio internacional de informatica educatica,congreso internacional de informatica educativa,67,72,62,69,,,,
902,902,VIII Simpósio Internacional de Melhoria de Processos de Software,2007.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio internacional de informatica educatica,simposio latinoamericano de ingenieria de software,simposio internacional de informatica educatica,63,70,67,69,,,,
903,903,"IV Congresso de Pesquisa, Ensino e Extensão - IV CONPEEX",2007.0,-,conferencia,iv,congresso brasileiro de pesquisadores em cibercultura,world congress on biosensors,congresso da associacao nacional de pesquisa e pos-graduacao em musica,congresso da associacao nacional de pesquisa e pos-graduacao em musica,53,57,54,63,,,,
