,issn,periodico,Ajuste_SBC,link_scopus,percentil,Qualis_Final,data-atualizacao,data-tentativa,logs
1575,0033-8419,radiology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17864,99,A1,23/01/2022 03:06:14,23/01/2022 03:06:14,atualizado com sucesso
1576,2178-938X,rae (on-line),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100212700,36,B2,23/01/2022 03:06:14,23/01/2022 03:06:14,atualizado com sucesso
1577,1809-2039,rai : revista de administracao e inovacao,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:14,Other error occurred: 'entry' - Status_code: 200
1578,0399-0559,rairo. recherche operationnelle,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12991,47,B1,23/01/2022 03:06:14,23/01/2022 03:06:14,atualizado com sucesso
1579,1678-6971,ram. revista de administracao mackenzie (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100896892,34,B2,23/01/2022 03:06:14,23/01/2022 03:06:14,atualizado com sucesso
1580,1042-9832,random structures & algorithms (print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=26324,77,A2,23/01/2022 03:06:14,23/01/2022 03:06:14,atualizado com sucesso
1581,0080-2107,rausp - revista de administracao (fea-usp),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:14,Other error occurred: 'entry' - Status_code: 200
1582,1808-0936,rbc. revista brasileira de cartografia (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21101034436,3,B4,23/01/2022 03:06:14,23/01/2022 03:06:14,atualizado com sucesso
1583,1679-902X,rbgp. revista brasileira de gerenciamento de projetos,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:14,Other error occurred: 'entry' - Status_code: 200
1584,0034-7264,rbm. revista brasileira de medicina (rio de janeiro),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18221,10,B4,23/01/2022 03:06:14,23/01/2022 03:06:14,atualizado com sucesso
1585,1806-8405,rbpg. revista brasileira de pos-graduacao,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:14,Other error occurred: 'entry' - Status_code: 200
1586,2447-7028,rct: revista de ciencia e tecnologia,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:14,Other error occurred: 'entry' - Status_code: 200
1587,1983-4659,rea revista de administracao da ufsm,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:14,Other error occurred: 'entry' - Status_code: 200
1588,0922-6443,real-time systems,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12443,88,A1,23/01/2022 03:06:14,23/01/2022 03:06:14,atualizado com sucesso
1589,1573-1383,real-time systems (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12443,88,A1,23/01/2022 03:06:14,23/01/2022 03:06:14,atualizado com sucesso
1590,1984-0179,realidade virtual,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:14,Other error occurred: 'entry' - Status_code: 200
1591,2316-4190,reavi - revista eletronica do alto vale do itajai,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:14,Other error occurred: 'entry' - Status_code: 200
1592,1983-8484,rebrae. revista brasileira de estrategia (impresso),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:14,Other error occurred: 'entry' - Status_code: 200
1593,1872-2083,recent patents on biotechnology,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=11500153510,39,B1,23/01/2022 03:06:14,23/01/2022 03:06:14,atualizado com sucesso
1594,1877-6132,recent patents on medical imaging,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19900192320,12,B4,23/01/2022 03:06:14,23/01/2022 03:06:14,atualizado com sucesso
1595,2210-6863,recent patents on signal processing,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:14,Other error occurred: 'entry' - Status_code: 200
1596,1290-3868,recherche operationnelle,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12991,47,B1,23/01/2022 03:06:14,23/01/2022 03:06:14,atualizado com sucesso
1597,1981-6278,reciis-revista eletronica de com. informacao & inovacao em saude,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:14,Other error occurred: 'entry' - Status_code: 200
1598,1981-6278,"reciis. revista eletronica de comunicacao, informacao & inovacao em saude (edicao em portugues. online)",nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:14,Other error occurred: 'entry' - Status_code: 200
1599,2179-0612,reec - revista eletronica de engenharia civil,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1600,1982-9949,reflexao e acao (versao eletronica),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1601,2177-8736,rege revista de gestao,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1602,1809-2276,rege. revista de gestao usp,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1603,1519-8219,reic. revista eletronica de iniciacao cientifica (online),-1,nulo,nulo,C,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1604,2236-5281,relatorios tecnicos do incod,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1605,0951-8320,reliability engineering & systems safety,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=13853,97,A1,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1606,0370-4467,rem. revista escola de minas (impresso),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=4700151917,25,B2,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1607,2072-4292,remote sensing,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=86430,90,A1,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1608,1567-3200,remote sensing and digital image processing,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100469658,16,B3,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1609,2352-9385,remote sensing applications: society and environment,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100416071,84,A2,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1610,0034-4257,remote sensing of environment,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12503,99,A1,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1611,0960-1481,renewable energy,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=27569,88,A1,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1612,2172-038X,renewable energy & power quality journal (re&pqj),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100916460,15,B3,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1613,2172-038X,renewable energy & power quality journal (re&pqj),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100916460,15,B3,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1614,1679-1916,renote. revista novas tecnologias na educacao,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1615,1432-010X,requirements engineering,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18660,82,A2,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1616,0947-3602,requirements engineering (london. print),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=18660,82,A2,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1617,1870-4069,research in computing science,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1618,2278-4721,research inventy: international journal of engineering and science,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1619,2446-4740,research on biomedical engineering,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100823383,17,B3,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1620,1677-3071,resi. revista eletronica de sistemas de informacao,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1621,0301-4207,resources policy,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=110031,97,A1,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1622,2236-739X,retec revista de exatas e tecnologicas,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1623,2176-9036,revista ambiente contabil,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1624,0100-6762,revista arvore (impresso),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=4300151410,35,B2,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1625,0100-0233,revista baiana de saude publica,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1626,2179-684X,revista brasileira de administracao cientifica,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1627,1980-9735,revista brasileira de agroecologia,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1628,1983-0823,revista brasileira de biometria,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21101023183,2,B4,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1629,1983-0823,revista brasileira de biometria,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21101023183,2,B4,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1630,1983-0823,revista brasileira de biometria online,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21101023183,2,B4,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1631,1981-0997,revista brasileira de ciencias agrarias,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19900193854,31,B2,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1632,2176-6649,revista brasileira de computacao aplicada,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1633,2176-6649,revista brasileira de computacao aplicada,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1634,0100-5502,revista brasileira de educacao medica (impresso),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1635,0034-7167,revista brasileira de enfermagem (impresso),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=29385,37,B2,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1636,1517-3151,revista brasileira de engenharia biomedica,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700186889,8,B4,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1637,1517-3151,revista brasileira de engenharia biomedica,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700186889,8,B4,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1638,1806-1117,revista brasileira de ensino de fisica (impresso),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1639,1984-5146,revista brasileira de financas: rbfin = rbfin: brazilian finance review,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1640,1984-9001,revista brasileira de fisica medica (online),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1641,1809-239X,revista brasileira de gestao e desenvolvimento regional,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=7200153148,18,B3,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1642,1516-8484,revista brasileira de hematologia e hemoterapia,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=4700152868,30,B2,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1643,1414-5685,revista brasileira de informatica na educacao,-1,nulo,nulo,B1,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1644,2359-232X,revista brasileira de iniciacao cientifica,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1645,2236-1103,revista brasileira de inovacao tecnologica em saude,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1646,1984-6398,revista brasileira de linguistica aplicada,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=17600155317,50,A4,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1647,2179-7994,revista brasileira de medicina de familia e comunidade,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1648,1517-8692,revista brasileira de medicina do esporte (impresso),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19917,29,B2,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1649,1982-4351,revista brasileira de meteorologia,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100242263,20,B3,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1650,1984-2961,revista brasileira de parasitologia veterinaria (online),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1651,1982-6125,revista brasileira de pesquisa em turismo,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1652,1983-4217,revista brasileira de redes de computadores e sistemas distribuidos,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1653,1519-3829,revista brasileira de saude materno infantil,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=4700152203,29,B2,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1654,1806-1230,revista brasileira em promocao da saude (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100854217,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1655,2179-460X,revista ciencia e natura,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1656,1657-2831,revista colombiana de computacion,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21101021053,0,B4,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1657,2448-1904,revista coming - communications and innovations gazette,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1658,1982-176X,revista conexoes - ciencia e tecnologia,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1659,2176-0144,revista conexoes - ciencia e tecnologia,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1660,2177-5052,revista coopex,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1661,2227-1899,revista cubana de ciencias informaticas,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1662,1679-5954,revista da abeno,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1663,0104-4230,revista da associacao medica brasileira,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=27990,52,A4,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1664,0104-4230,revista da associacao medica brasileira (1992. impresso),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=27990,52,A4,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1665,2175-5590,revista da associacao mineira de direito e economia,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1666,1646-7078,revista da associacao portuguesa de analise experimental de tensoes,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1667,1982-2065,revista da ciencia da administracao (recife),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1668,1980-220X,revista da escola de enfermagem da usp,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1669,1982-2537,revista da micro e pequena empresa (faccamp),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1670,1980-2331,revista da set,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1671,1676-3793,revista da sociedade brasileira de enfermeiros pediatras,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1672,0037-8682,revista da sociedade brasileira de medicina tropical (impresso),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=23092,37,B2,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1673,1983-4659,revista de administracao da ufsm,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1674,1679-5350,revista de administracao da unimep,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1675,2178-759X,revista de ciencia e tecnologia,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1676,2238-1171,revista de ciencias agroveterinarias,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100831466,25,B2,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1677,2182-1801,revista de ciencias da computacao,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1678,2238-2380,"revista de educacao, ciencias e matematica",nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1679,1981-8963,revista de enfermagem ufpe on line,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1680,2525-4251,revista de engenharia e pesquisa aplicada,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1681,1982-1867,revista de ensino de biologia da associacao brasileira de ensino de biologia (sbenbio),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1682,2236-0158,revista de ensino de engenharia,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1683,0104-0588,revista de estudos da linguagem,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21101021172,14,B3,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1684,1807-1775,revista de gestao da tecnologia e sistemas de informacao (online),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1685,2236-0972,revista de gestao e projetos,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1686,2525-376X,revista de graduacao da usp,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1687,1809-5585,revista de informatica aplicada,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1688,2175-2745,revista de informatica teorica e aplicada,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100913339,2,B4,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1689,0103-4308,revista de informatica teorica e aplicada,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100913339,2,B4,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1690,0103-4308,revista de informatica teorica e aplicada (impresso),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100913339,2,B4,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1691,2175-2745,revista de informatica teorica e aplicada: rita,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100913339,2,B4,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1692,1815-5928,"revista de ingenieria electronica, automatica y comunicaciones",nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1693,1980-8178,revista de patologia tropical (online),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100927904,4,B4,23/01/2022 03:06:33,23/01/2022 03:06:33,atualizado com sucesso
1694,1981-4984,revista de radiodifusao,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1695,2236-9619,revista de radiodifusao,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1696,1963-5605,revista de sistema de informacao da fsma,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1697,1983-5604,revista de sistemas de informacao da fsma,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1698,2237-2903,revista de sistemas e computacao - rsc,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:33,Other error occurred: 'entry' - Status_code: 200
1699,2237-2903,revista de sistemas e computacao - rsc,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1700,2237-2903,revista de sistemas e computacao - rsc,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1701,2237-5112,revista de tecnologia da informacao e comunicacao,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1702,1678-765X,revista digital de biblioteconomia e ciencia da informacao,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100901898,44,B1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1703,2176-7181,revista do tcmrj,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1704,2176-171X,revista edapeci: educacao a distancia e praticas educativas comunicacionais e interculturais,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1705,1607-4041,revista electronica de investigacion educativa,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=5000159706,59,A4,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1706,2446-7634,revista eletronica argentina-brasil de tecnologias da informacao e da comunicacao,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1707,2175-1846,revista eletronica cientifica inovacao e tecnologia,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1708,1982-7199,revista eletronica de educacao (sao carlos),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1709,1518-1944,revista eletronica de enfermagem,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1710,2236-5044,revista eletronica de iniciacao cientifica,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1711,1519-8219,revista eletronica de iniciacao cientifica,-1,nulo,nulo,C,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1712,1677-3071,revista eletronica de sistemas de informacao (resi),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1713,2177-0425,revista eletronica de tecnologia e cutura,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1714,1517-1256,revista eletronica do mestrado em educacao ambiental,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1715,2236-1170,"revista eletronica em gestao, educacao e tecnologia ambiental",nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1716,1984-0993,revista eletronica teccen,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1717,2359-6082,revista emrede - revista de educacao a distancia,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1718,1809-4430,revista engenharia agricola (on-line),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1719,0120-6230,revista facultad de ingenieria universidad de antioquia,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=12400154740,26,B2,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1720,1138-1663,revista galego-portuguesa de psicoloxia e educacion,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1721,0102-6933,revista gaucha de enfermagem (ufrgs),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=29388,44,B1,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1722,2237-0722,"revista geintec: gestao, inovacao e tecnologias",nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1723,1984-8153,revista gestao & saude (curitiba),nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1724,2177-6652,revista gestao & tecnologia,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1725,1982-5587,revista ibero-americana de estudos em educacao,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1726,1138-2783,revista iberoamericana de educacion a distancia,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1727,1137-2729,revista iberoamericana de ingenieria mecanica,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1728,1548-0992,revista ieee america latina (ieee latin america transactions),nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=19700181218,53,A4,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1729,0717-9103,revista ingenieria industrial,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1730,2175-8247,revista innovare,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1731,2448-4105,revista innover,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1732,0120-0976,revista interamericana de bibliotecologia,nulo,https://www.scopus.com/source/sourceInfo.url?sourceId=21100888590,32,B2,23/01/2022 03:06:52,23/01/2022 03:06:52,atualizado com sucesso
1733,2238-1295,revista interciencia e sociedade,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1734,2359-4756,revista interciente,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
1735,2359-4942,revista interfaces cientificas ? exatas e tecnologicas,nulo,nulo,nulo,nulo,nulo,23/01/2022 03:06:52,Other error occurred: 'entry' - Status_code: 200
