,sigla,conferencia,categoria,link,CE_Indicou,h5,Qualis_Final,data-atualizacao,data-tentativa,logs,h5_old,Uso do Scholar,Qualis 2016,Qualis_Sem_Inducao,Ajuste ou evento SBC
1134,pdp,"euromicro international conference on parallel, distributed and network-based processing",2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=XCtaep9ccdcJ.2018,Relevante,20,A3,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,20,-,A2,A3,-
1135,pdptawc,international conference on parallel and distributed processing techniques and applications,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Parallel+and+Distributed+Processing+Techniques+and+Applications&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,10,B2,link sem info h5,15/08/2021 03:37:10,não encontrou a tag span: list index out of range,10,1,B5,B2,-
1136,pe-wasun,"acm international symposium on performance evaluation of wireless ad hoc, sensor, and ubiquitous networks",4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:37:10,categorias 3 e 4 não são atualizadas,-,-,B2,-,-
1137,peccs,pervasive and embedded computing and communication systems,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=kG0dCDBKbysJ.2018,Relevante,11,B2,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,11,-,-,B2,-
1138,percom,international conference on pervasive computing and communications,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=gauoYMg7lZMJ.2018,Relevante,31,A2,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,31,-,A1,A2,-
1139,percomw,ieee international conference on pervasive computing and communication workshops,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=v9ZWX-p6j-gJ.2018,nulo,28,A2,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,28,-,B4,A2,-
1140,pervasivehealth,international conference on pervasive computing technologies for healthcare,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=e4Ty9mKqcmgJ.2019,Top10,17,A3,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,17,-,-,A4,-
1141,pesgm,ieee power & energy society general meeting,1,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=fy--NpH4TkUJ.2018,nulo,71,A1,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,71,-,B1,A1,-
1142,pesos,international workshop on principles of engineering service-oriented and cloud systems,2,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Principles+of+Engineering+Service-Oriented+and+Cloud+Systems&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,7,B3,link sem info h5,15/08/2021 03:37:10,não encontrou a tag span: list index out of range,7,1,B4,B3,-
1143,pet,privacy enhancing technologies,1,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=JXbjzvN-escJ.2019,nulo,26,A2,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,26,-,-,A2,-
1144,petra,acm international conference on pervasive technologies related to assistive environments,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=SG3z0BjtZgMJ.2018,Relevante,17,A4,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,17,-,B1,A4,-
1145,pets,proceedings on privacy enhancing technologies,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=JXbjzvN-escJ.2018,Relevante,19,A4,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,19,-,-,A4,-
1146,pg,pacific conference on computer graphics and applications,2,https://scholar.google.com/citations?hl=en&vq=eng_computergraphics&view_op=list_hcore&venue=z2VSKEVsQl0J.2018,Top10,46,A1,14/05/2020,15/08/2021 03:37:10,link é o mesmo utilizado para outro evento: http-collector-https://scholar.google.com/citations?hl=en&vq=eng_computergraphics&view_op=list_hcore&venue=z2VSKEVsQl0J.2018 is already defined as a collector,46,-,-,A1,-
1147,pgm,international conference on probabilistic graphical models,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:37:10,categorias 3 e 4 não são atualizadas,-,-,B3,-,-
1148,pimrc,"international symposium on personal, indoor and mobile radio communications",2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=z284emjTz40J.2018,Top20,33,A2,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,33,-,A1,A2,-
1149,pkc,international conference on practice and theory in public key cryptography,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=6gqvYwOFvq0J.2018,Top20,29,A2,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,29,-,-,A2,-
1150,plateau,workshop on evaluation and usability of programming languages and tools,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Evaluation+and+Usability+of+Programming+Languages+and+Tools&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,8,B3,link sem info h5,15/08/2021 03:37:10,não encontrou a tag span: list index out of range,8,1,B4,B3,-
1151,platial,international symposium on platial information science,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:37:10,categorias 3 e 4 não são atualizadas,-,-,-,-,-
1152,pldi,sigplan conference on programming language design and implementation,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=MJmsjXA6rLIJ.2018,nulo,50,A1,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,50,-,A1,A1,-
1153,plop,conference on pattern languages of programs,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=G6KgE6kxOP8J.2018,Relevante,10,B2,14/05/2020,15/08/2021 03:37:10,link é o mesmo utilizado para outro evento: http-collector-https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=G6KgE6kxOP8J.2018 is already defined as a collector,10,-,B2,B2,-
1154,podc,acm symposium on principles of distributed computing,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=fcioh0Px5iMJ.2018,Top10,27,A2,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,27,-,-,A2,-
1155,pods,symposium on principles of database systems,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=rDUVyYLeRdUJ.2019,Top10,25,A2,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,25,-,-,A2,-
1156,poem,ifip wg 8.1 working conference on the practice of enterprise modelling,2,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Working+Conference+on+the+Practice+of+Enterprise+Modelling&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,1,B4,link sem info h5,15/08/2021 03:37:10,não encontrou a tag span: list index out of range,1,1,B5,B4,-
1157,popl,symposium on principles of programming languages,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=6CxxSCV0pL8J.2018,nulo,47,A1,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,47,-,A1,A1,-
1158,post,international conference on principles of security and trust,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Principles+of+Security+and+Trust&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,19,A4,link sem info h5,15/08/2021 03:37:10,não encontrou a tag span: list index out of range,19,1,B2,A4,-
1159,pp,siam conference on parallel processing for scientific computing,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=SIAM+Conference+on+Parallel+Processing+for+Scientific+Computing&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,2,B4,link sem info h5,15/08/2021 03:37:10,não encontrou a tag span: list index out of range,2,1,-,B4,-
1160,ppam,international conference on parallel processing and applied mathematics,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=INTERNATIONAL+CONFERENCE+ON+PARALLEL+PROCESSING+AND+APPLIED+MATHEMATICS&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,13,B1,link sem info h5,15/08/2021 03:37:10,não encontrou a tag span: list index out of range,13,1,-,B1,-
1161,ppdp,international symposium on principles and practice of declarative programming,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=ktOuQEhO-mwJ.2018,nulo,12,B1,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,12,-,B1,B1,-
1162,ppniv,"workshop on planning, perception and navigation for intelligent vehicles",1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Planning%2C+Perception+and+Navigation+for+Intelligent+Vehicles&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,5,B4,link sem info h5,15/08/2021 03:37:10,não encontrou a tag span: list index out of range,5,1,B4,B4,-
1163,ppopp,acm sigplan symposium on principles and practice of parallel programming,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=JDUQTRUV4EYJ.2018,Top10,32,A2,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,32,-,A1,A2,-
1164,ppsn,international conference on parallel problem solving from nature,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=xcUcBk4HY68J.2018,nulo,15,A4,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,15,-,B1,A4,-
1165,prdc,pacific rim international symposium on dependable computing,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=UMMGw1KV79IJ.2018,Top20,11,B1,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,11,-,B1,B2,-
1166,predictgis,international workshop on prediction of human mobility,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:37:10,categorias 3 e 4 não são atualizadas,-,-,-,-,-
1167,prib,iapr international conference on pattern recognition in bioinformatics,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IAPR+International+Conference+on+Pattern+Recognition+in+Bioinformatics&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,8,B3,link sem info h5,15/08/2021 03:37:10,não encontrou a tag span: list index out of range,8,1,B2,B3,-
1168,prima,nternational conference on principles and practice of multi-agent systems,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=70uIBPv73_EJ.2018,nulo,12,B1,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,12,-,B2,B1,-
1169,profes,international conference on product-focused software process improvement,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=FQXvEi7Xod4J.2018,Relevante,14,B1,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,14,-,B1,B1,-
1170,promise,international conference on predictive models and data analytics in software engineering,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Predictive+Models+and+Data+Analytics+in+Software+Engineering&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,9,B2,link sem info h5,15/08/2021 03:37:10,não encontrou a tag span: list index out of range,9,1,B2,B2,-
1171,propor,international conference on computational processing of the portuguese language,2,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Computational+Processing+of+the+Portuguese+Language&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Top20,9,B1,link sem info h5,15/08/2021 03:37:10,não encontrou a tag span: list index out of range,9,1,B3,B2,-
1172,psb,pacific symposium on biocomputing,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=Wzseq37BLhIJ.2019,Top10,22,A3,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,22,-,-,A3,-
1173,pscc,power systems computation conference,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=xhc3FB7jlZIJ.2018,nulo,21,A3,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,21,-,B2,A3,-
1174,psivt,pacific-rim symposium on image and video technology,1,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=aVKVe_fCepYJ.2018,nulo,10,B2,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,-,-,-,-,-
1175,pst,"international conference on privacy, security and trust",2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=xoT0NbWIf-kJ.2018,Relevante,16,A4,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,16,-,B1,A4,-
1176,q2swinet,acm symposium on qos and security for wireless and mobile networks,2,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=ACM+Symposium+on+QoS+and+Security+for+Wireless+and+Mobile+Networks&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,8,B3,link sem info h5,15/08/2021 03:37:10,não encontrou a tag span: list index out of range,8,1,B2,B3,-
1177,qest,international conference on quantitative evaluation of systems,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=Orqo9GGzbD4J.2018,nulo,16,A4,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,16,-,B1,A4,-
1178,qmmq,quality of models and models of quality workshop,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Quality+of+Models+and+Models+of+Quality+Workshop&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,1,B4,link sem info h5,15/08/2021 03:37:10,não encontrou a tag span: list index out of range,1,1,B5,B4,-
1179,qomex,international workshop on quality of multimedia experience,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=bEDbANOodwgJ.2018,Relevante,20,A3,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,20,-,B1,A3,-
1180,qosa,international acm sigsoft conference on the quality of software architectures,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+ACM+Sigsoft+Conference+on+the+Quality+of+Software+Architectures&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,15,A4,link sem info h5,15/08/2021 03:37:10,não encontrou a tag span: list index out of range,15,1,B2,A4,-
1181,qrs,"ieee international conference on software quality, reliability and security",1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+International+Conference+on+Software+Quality%2C+Reliability+and+Security&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,13,B1,link sem info h5,15/08/2021 03:37:10,não encontrou a tag span: list index out of range,13,1,B3,B1,-
1182,qrsw,"ieee international conference on software quality, reliability and security companion",1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+International+Conference+on+Software+Quality%2C+Reliability+and+Security+Companion&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,9,B2,link sem info h5,15/08/2021 03:37:10,não encontrou a tag span: list index out of range,9,1,B5,B2,-
1183,quatic,international conference on quality of information and communications technology,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=EOMzlES8GwsJ.2018,Relevante,8,B3,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,8,-,B2,B3,-
1184,racs,conference on research in adaptive and convergent systems,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Conference+on+Research+in+Adaptive+and+Convergent+Systems&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,14,B1,link sem info h5,15/08/2021 03:37:10,não encontrou a tag span: list index out of range,14,1,B2,B1,-
1185,radecs,european conference on radiation effects on components and systems,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=PCzjXRB5L8YJ.2018,nulo,12,B1,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,12,-,B3,B1,-
1186,raha,ieee internacional conference on robotics and automation for humanitarian applications,4,Induzidos manualmente,Relevante,nulo,B4,não se aplica,15/08/2021 03:37:10,categorias 3 e 4 não são atualizadas,-,-,B4,-,-
1187,raid,"international symposium on research in attacks, intrusions, and defenses",2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=826ERjda8dUJ.2018,Relevante,20,A3,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,20,-,-,A3,-
1188,rams,annual reliability and maintainability symposium,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=fue4dBCs3zIJ.2018,nulo,9,B2,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,9,-,B1,B2,-
1189,ranlp,international conference on recent advances in natural language processing,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=Y7mlmpXAthkJ.2018,nulo,16,A4,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,16,-,B1,A4,-
1190,rcar,ieee international conference on real-time computing and robotics,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=LLCdED38YXkJ.2018,Relevante,5,B4,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,5,-,-,B4,-
1191,rcis,international conference on research challenges in information science,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=yxUYnK6YD7QJ.2018,Relevante,17,A4,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,17,-,B1,A4,-
1192,re,ieee international requirements engineering conference,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=fkF-UcrzbCsJ.2018,Top20,23,A3,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,23,-,A2,A3,-
1193,recomb,international conference on research in computational molecular biology,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=Bt5D8QeIDW8J.2018,Top10,21,A3,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,21,-,A2,A3,-
1194,reconfig,international conference on reconfigurable computing and fpgas,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=GB0Vh2OevT0J.2018,Relevante,12,B1,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,12,-,B1,B1,-
1195,recosoc,international symposium on reconfigurable communication-centric systems-on-chip,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=z8sUAB07Au0J.2018,Relevante,11,B2,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,11,-,B1,B2,-
1196,recsys,acm conference on recommender systems,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=4-w_STT7RmEJ.2018,Top10,40,A1,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,40,-,A1,A1,-
1197,refsq,international working conference on requirements engineering: foundations for software quality,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=VATFw1qhessJ.2018,Relevante,17,A4,15/08/2021 03:37:10,15/08/2021 03:37:10,atualizado com sucesso,17,-,B1,A4,-
1198,relaw,international workshop on requirements engineering and law,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Requirements+Engineering+and+Law&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,8,B3,link sem info h5,15/08/2021 03:37:10,não encontrou a tag span: list index out of range,8,1,B4,B3,-
1199,rem,"workshop on reactivity, events and modularity",1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=Workshop+on+Reactivity%2C+Events+and+Modularity&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,2,B4,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,2,1,B5,B4,-
1200,repa,ieee international workshop on requirements patterns,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+International+Workshop+on+Requirements+Patterns&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,7,B3,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,7,1,B4,B3,-
1201,reser,international workshop on replication in empirical software engineering research,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Workshop+on+Replication+in+Empirical+Software+Engineering+Research&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,7,B3,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,7,1,B5,B3,-
1202,rfid,ieee international conference on rfid,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=cuXiD4ujDMoJ.2018,nulo,17,A4,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,17,-,B1,A4,-
1203,rice,international conference on research in intelligent and computing in engineering,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Research+in+Intelligent+and+Computing+in+Engineering&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,4,B4,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,4,1,-,B4,-
1204,riecs,european conference on radiation and its effects on components and systems,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=PCzjXRB5L8YJ.2018,Relevante,12,B1,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,12,-,-,B1,-
1205,ro-man,ieee international symposium on robot and human interactive communication,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=yHxohuW00noJ.2019,Top20,24,A3,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,24,-,-,A3,-
1206,robio,ieee international conference on robotics and biomimetics,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=bcF8fuNAeawJ.2019,Top20,17,A3,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,17,-,-,A4,-
1207,robocup,robocup international symposium,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=KMzWyzFUAoQJ.2018,Relevante,17,A4,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,17,-,B1,A4,-
1208,robosoft,ieee international conference on soft robotics,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+International+Conference+on+Soft+Robotics&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,1,B4,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,1,1,-,B4,-
1209,rose,ieee international symposium on robotic and sensors environments,2,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+International+Symposium+on+Robotic+and+Sensors+Environments&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,11,B2,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,11,1,B2,B2,-
1210,rsp,ieee international symposium on rapid system prototyping,2,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=IEEE+International+Symposium+on+Rapid+System+Prototyping&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,Relevante,9,B2,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,9,1,B2,B2,-
1211,rss,robotics: science and systems,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=jl5pTV5Sh0AJ.2018,Top10,49,A1,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,49,-,-,A1,-
1212,rta,international conference on rewriting techniques and applications,2,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Rewriting+Techniques+and+Applications&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,Top10,11,A4,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,11,1,-,B2,-
1213,rtas,ieee real-time and embedded technology and applications symposium,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=2YPqFanDRcAJ.2018,Top20,26,A2,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,26,-,-,A2,-
1214,rtcsa,international conference on embedded and real-time computing systems and applications,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=Mb3P41xz9HIJ.2018,Top20,16,A3,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,16,-,B1,A4,-
1215,rtis,international conference on real time intelligent systems,2,https://scholar.google.com.br/citations?hl=pt-BR&view_op=list_hcore&venue=RIIA6l-Mlx0J.2018,Relevante,2,B4,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,2,-,-,B4,-
1216,rtss,real-time systems symposium,2,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=Eaq7PPGljDUJ.2018,Top10,23,A3,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,23,-,A2,A3,-
1217,ruleml,international web rule symposium,1,https://scholar.google.com/citations?hl=pt-BR&view_op=list_hcore&venue=VSqInxf54YsJ.2018,nulo,12,B1,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,12,-,B1,B1,-
1218,ruleml+rr,international joint conference on rules and reasoning,1,https://scholar.google.com.br/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Joint+Conference+on+Rules+and+Reasoning&as_ylo=2014&as_yhi=2018&hl=en&as_sdt=1%2C5,nulo,4,B4,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,4,1,-,B4,-
1219,sac,acm symposium on applied computing,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=eLhWa3qzEDsJ.2019,Top10,28,A2,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,30,-,A1,A2,-
1220,sacconet,international conference on smart communications in network technologies,1,https://scholar.google.com/scholar?as_q=&as_epq=&as_oq=&as_eq=&as_occt=any&as_sauthors=&as_publication=International+Conference+on+Smart+Communications+in+Network+Technologies&as_ylo=2014&as_yhi=2018&hl=pt-BR&as_sdt=0%2C5,nulo,11,B2,link sem info h5,15/08/2021 03:46:07,não encontrou a tag span: list index out of range,11,1,B5,B2,-
1221,saci,ieee international symposium on applied computational intelligence and informatics,1,https://scholar.google.com.br/citations?hl=en&view_op=list_hcore&venue=DBppmrSv3qgJ.2018,nulo,11,B2,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,11,-,B1,B2,-
1222,sacmat,acm symposium on access control models and technologies,2,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=9DZYftdOCUAJ.2018,Relevante,14,B1,15/08/2021 03:46:07,15/08/2021 03:46:07,atualizado com sucesso,14,-,-,B1,-
