,Unnamed: 0,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set,algoritmo_match_final,nome_evento_final,qualis_final
3032,1,XX Brazilian Software Quality Symposium (SBQS),20210.0,-,conferencia,sbqs,annual reliability and maintainability symposium,ieee haptics symposium,brazilian symposium on software engineering,brazilian symposium on software engineering,55.0,64.0,71.0,79.0,,,,,nulo,simposio brasileiro de qualidade de software,B1
3033,2,WSCAD-WIC,20100.0,-,conferencia,wscad,workshop de informatica medica,ow - international conference on ad-hoc networks and wireless,workshop iberchip,ieee/wic/acm international conference on intelligent agent technology,36.0,56.0,38.0,50.0,,,,,nulo,simposio em sistemas computacionais de alto desempenho,B1
3034,3,http://wscad.facom.ufms.br/,20190.0,-,conferencia,wscad,workshop-escola de informatica teorica,caise forum,acm conference on hypertext and social media,acm conference on hypertext and social media,34.0,45.0,41.0,41.0,,,,,nulo,simposio em sistemas computacionais de alto desempenho,B1
3035,4,XVII Congresso da Sociedade Brasileuira de Computação,19970.0,-,conferencia,-,congresso brasileiro de automatica,simposio brasileiro de computacao musical,congresso brasileiro de pesquisadores em cibercultura,congresso brasileiro de informatica em saude,64.0,69.0,64.0,68.0,,,,,nulo,workshops do congresso brasileiro de informatica na educacao,B2
3036,5,WSCAD-WIC 2016 (Workshop de Iniciação Científica),20160.0,-,conferencia,wscad,workshop de informatica medica,workshop iberchip,international workshop on unification,workshop iberchip,56.0,71.0,55.0,64.0,,,,,nulo,simposio em sistemas computacionais de alto desempenho,B1
3037,6,2012 13th Symposium on Computer Systems XIII Simp sio de Sistemas Computacionais (WSCADSSC),,-,conferencia,-,simposio brasileiro sobre fatores humanos em sistemas computacionais,simposio de mecanica computacional,simposio em sistemas computacionais de alto desempenho,real-time systems symposium,55.0,76.0,60.0,77.0,,,,,sort,simposio em sistemas computacionais de alto desempenho,B1
3038,7,2012 13th Symposium on Computer Systems  XIII Simp sio de Sistemas Computacionais (WSCADSSC),,-,conferencia,-,simposio brasileiro sobre fatores humanos em sistemas computacionais,simposio de mecanica computacional,simposio em sistemas computacionais de alto desempenho,real-time systems symposium,55.0,76.0,60.0,77.0,,,,,nulo,simposio em sistemas computacionais de alto desempenho,B1
3039,8,International Conference on Computational Processing of the Portuguese Language,20100.0,-,conferencia,-,international conference on computational processing of the portuguese language,international conference on computational processing of the portuguese language,international conference on computational processing of the portuguese language,international conference on computational processing of the portuguese language,100.0,100.0,100.0,100.0,B1,B1,B1,B1,all,international conference on computational processing of the portuguese language,B1
3040,9,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,20110.0,-,conferencia,-,european conference on machine learning and principles and practice of knowledge discovery in databases,european conference on machine learning and principles and practice of knowledge discovery in databases,european conference on machine learning and principles and practice of knowledge discovery in databases,european conference on machine learning and principles and practice of knowledge discovery in databases,100.0,100.0,100.0,100.0,A2,A2,A2,A2,all,european conference on machine learning and principles and practice of knowledge discovery in databases,A2
3041,10,IEEE International Joint Conference on Neural Networks,20170.0,-,conferencia,networks,ieee international joint conference on neural networks,ieee international joint conference on neural networks,ieee international joint conference on neural networks,ieee international joint conference on neural networks,100.0,100.0,100.0,100.0,A2,A2,A2,A2,all,ieee international joint conference on neural networks,A2
3042,11,IEEE International Conference on Tools with Artificial Intelligence,20190.0,-,conferencia,-,ieee international conference on tools with artificial intelligence,ieee international conference on tools with artificial intelligence,ieee international conference on tools with artificial intelligence,conference on artificial intelligence,100.0,100.0,100.0,100.0,A3,A3,A3,A1,ratio partial sort,ieee international conference on tools with artificial intelligence,A3
3043,12,ACM Symposium on Applied Computing,20200.0,-,conferencia,-,acm symposium on applied computing,acm symposium on applied computing,acm symposium on applied computing,acm symposium on applied computing,100.0,100.0,100.0,100.0,A2,A2,A2,A2,all,acm symposium on applied computing,A2
3044,13,Working Conference on Mining Software Repositories,20200.0,-,conferencia,-,working conference on mining software repositories,working conference on mining software repositories,working conference on mining software repositories,working conference on mining software repositories,100.0,100.0,100.0,100.0,A1,A1,A1,A1,all,working conference on mining software repositories,A1
3045,14,Brazilian Conference on Intelligent System,20200.0,-,conferencia,-,brazilian conference on intelligent system,brazilian conference on intelligent system,brazilian conference on intelligent system,brazilian conference on intelligent system,100.0,100.0,100.0,100.0,A4,A4,A4,A4,all,brazilian conference on intelligent system,A4
3046,15,Simpósio Brasileiro de Sistemas de Informação,20110.0,-,conferencia,-,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro em seguranca da informacao e de sistemas computacionais,100.0,100.0,100.0,100.0,A4,A4,A4,B1,ratio partial sort,simposio brasileiro de sistemas de informacao,A4
3047,16,Simpósio Brasileiro de Sistemas de Informação,20150.0,-,conferencia,-,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro em seguranca da informacao e de sistemas computacionais,100.0,100.0,100.0,100.0,A4,A4,A4,B1,ratio partial sort,simposio brasileiro de sistemas de informacao,A4
3048,17,Simpósio Brasileiro de Qualidade de Software,20140.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,100.0,100.0,100.0,100.0,B1,B1,B1,B1,all,simposio brasileiro de qualidade de software,B1
3049,18,International Conference on Parallel and Distributed Processing Techniques and Applications,20000.0,-,conferencia,-,international conference on parallel and distributed processing techniques and applications,international conference on parallel and distributed processing techniques and applications,international conference on parallel and distributed processing techniques and applications,international conference on parallel processing,100.0,100.0,100.0,100.0,B2,B2,B2,A3,ratio partial sort,international conference on parallel and distributed processing techniques and applications,B2
3050,19,International Conference on Parallel and Distributed Processing Techniques and Applications,20010.0,-,conferencia,-,international conference on parallel and distributed processing techniques and applications,international conference on parallel and distributed processing techniques and applications,international conference on parallel and distributed processing techniques and applications,international conference on parallel processing,100.0,100.0,100.0,100.0,B2,B2,B2,A3,ratio partial sort,international conference on parallel and distributed processing techniques and applications,B2
3051,20,Brazilian Symposium on Bioinformatics,20120.0,-,conferencia,-,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,100.0,100.0,100.0,100.0,B1,B1,B1,B1,all,brazilian symposium on bioinformatics,B1
3052,21,International Symposium on Bioinformatics Research and Applications,20100.0,-,conferencia,-,international symposium on bioinformatics research and applications,international symposium on bioinformatics research and applications,international symposium on bioinformatics research and applications,international symposium on bioinformatics research and applications,100.0,100.0,100.0,100.0,A4,A4,A4,A4,all,international symposium on bioinformatics research and applications,A4
3053,22,International Conference on Parallel and Distributed Processing Techniques and Applications,20040.0,-,conferencia,-,international conference on parallel and distributed processing techniques and applications,international conference on parallel and distributed processing techniques and applications,international conference on parallel and distributed processing techniques and applications,international conference on parallel processing,100.0,100.0,100.0,100.0,B2,B2,B2,A3,ratio partial sort,international conference on parallel and distributed processing techniques and applications,B2
3054,23,Workshops do Congresso Brasileiro de Informática na Educação,20160.0,-,conferencia,-,workshops do congresso brasileiro de informatica na educacao,workshops do congresso brasileiro de informatica na educacao,workshops do congresso brasileiro de informatica na educacao,workshops do congresso brasileiro de informatica na educacao,100.0,100.0,100.0,100.0,B2,B2,B2,B2,all,workshops do congresso brasileiro de informatica na educacao,B2
3055,24,Computer on the Beach,20190.0,-,conferencia,-,computer on the beach,computer on the beach,computer on the beach,computer on the beach,100.0,100.0,100.0,100.0,B3,B3,B3,B3,all,computer on the beach,B3
3056,25,Computer on the Beach,20210.0,-,conferencia,-,computer on the beach,computer on the beach,computer on the beach,computer on the beach,100.0,100.0,100.0,100.0,B3,B3,B3,B3,all,computer on the beach,B3
3057,26,Workshop sobre Educação em Computação,20210.0,-,conferencia,-,workshop sobre educacao em computacao,workshop sobre educacao em computacao,workshop sobre educacao em computacao,workshop sobre educacao em computacao,100.0,100.0,100.0,100.0,A4,A4,A4,A4,all,workshop sobre educacao em computacao,A4
3058,27,Workshop on Algorithms in Bioinformatics,20200.0,-,conferencia,-,workshop on algorithms in bioinformatics,workshop on algorithms in bioinformatics,workshop on algorithms in bioinformatics,workshop on algorithms in bioinformatics,100.0,100.0,100.0,100.0,A3,A3,A3,A3,all,workshop on algorithms in bioinformatics,A3
3059,28,Simpósio Brasileiro de Banco de Dados,20020.0,-,conferencia,-,simposio brasileiro de banco de dados,simposio brasileiro de banco de dados,simposio brasileiro de banco de dados,simposio brasileiro de banco de dados,100.0,100.0,100.0,100.0,A4,A4,A4,A4,all,simposio brasileiro de banco de dados,A4
3060,29,Simpósio Brasileiro de Qualidade de Software,,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,100.0,100.0,100.0,100.0,B1,B1,B1,B1,all,simposio brasileiro de qualidade de software,B1
3061,30,Network and Distributed System Security Symposium,20190.0,-,conferencia,-,network and distributed system security symposium,network and distributed system security symposium,network and distributed system security symposium,network and distributed system security symposium,100.0,100.0,100.0,100.0,A1,A1,A1,A1,all,network and distributed system security symposium,A1
3062,31,Brazilian Workshop on Social Network Analysis and Mining,20210.0,-,conferencia,-,brazilian workshop on social network analysis and mining,brazilian workshop on social network analysis and mining,brazilian workshop on social network analysis and mining,brazilian workshop on social network analysis and mining,100.0,100.0,100.0,100.0,B3,B3,B3,B3,all,brazilian workshop on social network analysis and mining,B3
3063,32,Cologne-Twente Workshop on Graphs and Combinatorial Optimization,20090.0,-,conferencia,-,cologne-twente workshop on graphs and combinatorial optimization,cologne-twente workshop on graphs and combinatorial optimization,cologne-twente workshop on graphs and combinatorial optimization,cologne-twente workshop on graphs and combinatorial optimization,100.0,100.0,100.0,100.0,B3,B3,B3,B3,all,cologne-twente workshop on graphs and combinatorial optimization,B3
3064,33,Simpósio Brasileiro de Pesquisa Operacional,20120.0,-,conferencia,-,simposio brasileiro de pesquisa operacional,simposio brasileiro de pesquisa operacional,simposio brasileiro de pesquisa operacional,simposio brasileiro de pesquisa operacional,100.0,100.0,100.0,100.0,B3,B3,B3,B3,all,simposio brasileiro de pesquisa operacional,B3
3065,34,Congresso Nacional de Matemática Aplicada e Computacional,20180.0,-,conferencia,-,congresso nacional de matematica aplicada e computacional,congresso nacional de matematica aplicada e computacional,congresso nacional de matematica aplicada e computacional,congresso nacional de matematica aplicada e computacional,100.0,100.0,100.0,100.0,B3,B3,B3,B3,all,congresso nacional de matematica aplicada e computacional,B3
3066,35,Brazilian Symposium on Programming Languages,20080.0,-,conferencia,-,brazilian symposium on programming languages,brazilian symposium on programming languages,brazilian symposium on programming languages,brazilian symposium on programming languages,100.0,100.0,100.0,100.0,A4,A4,A4,A4,all,brazilian symposium on programming languages,A4
3067,36,Simpósio Brasileiro de Pesquisa Operacional,20080.0,-,conferencia,-,simposio brasileiro de pesquisa operacional,simposio brasileiro de pesquisa operacional,simposio brasileiro de pesquisa operacional,simposio brasileiro de pesquisa operacional,100.0,100.0,100.0,100.0,B3,B3,B3,B3,all,simposio brasileiro de pesquisa operacional,B3
3068,37,Simpósio em Sistemas Computacionais de Alto Desempenho,20190.0,-,conferencia,-,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,100.0,100.0,100.0,100.0,B1,B1,B1,B1,all,simposio em sistemas computacionais de alto desempenho,B1
3069,38,Simpósio em Sistemas Computacionais de Alto Desempenho,20200.0,-,conferencia,-,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,100.0,100.0,100.0,100.0,B1,B1,B1,B1,all,simposio em sistemas computacionais de alto desempenho,B1
3070,39,Seminário Integrado de Software e Hardware,20210.0,-,conferencia,-,seminario integrado de software e hardware,seminario integrado de software e hardware,seminario integrado de software e hardware,seminario integrado de software e hardware,100.0,100.0,100.0,100.0,B1,B1,B1,B1,all,seminario integrado de software e hardware,B1
3071,40,International Conference on Software Engineering Research and Practice,20150.0,-,conferencia,-,international conference on software engineering research and practice,international conference on software engineering,international conference on software engineering research and practice,international conference on software engineering,100.0,100.0,100.0,100.0,B3,A1,B3,A1,ratio sort,international conference on software engineering research and practice,B3
3072,41,Brazilian Symposium on Bioinformatics,20070.0,-,conferencia,-,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,100.0,100.0,100.0,100.0,B1,B1,B1,B1,all,brazilian symposium on bioinformatics,B1
3073,42,International Conference on Computational Science,20190.0,-,conferencia,-,international conference on computational science,international conference on computational science and computational intelligence,international conference on computational science,international conference on computational science and computational intelligence,100.0,100.0,100.0,100.0,B2,A4,B2,A4,ratio sort,international conference on computational science,B2
3074,43,Portuguese Conference on Artificial Intelligence,20090.0,-,conferencia,-,portuguese conference on artificial intelligence,conference on artificial intelligence,portuguese conference on artificial intelligence,conference on artificial intelligence,100.0,100.0,100.0,100.0,B2,A1,B2,A1,ratio sort,portuguese conference on artificial intelligence,B2
3075,44,Encontro Nacional de Inteligência Artificial e Computacional,20160.0,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,100.0,100.0,100.0,100.0,B4,B4,B4,B4,all,encontro nacional de inteligencia artificial e computacional,B4
3076,45,IEEE International Geoscience and Remote Sensing Symposium,20190.0,-,conferencia,-,ieee international geoscience and remote sensing symposium,ieee international geoscience and remote sensing symposium,ieee international geoscience and remote sensing symposium,ieee international geoscience and remote sensing symposium,100.0,100.0,100.0,100.0,A3,A3,A3,A3,all,ieee international geoscience and remote sensing symposium,A3
3077,46,IEEE International Geoscience and Remote Sensing Symposium,20210.0,-,conferencia,-,ieee international geoscience and remote sensing symposium,ieee international geoscience and remote sensing symposium,ieee international geoscience and remote sensing symposium,ieee international geoscience and remote sensing symposium,100.0,100.0,100.0,100.0,A3,A3,A3,A3,all,ieee international geoscience and remote sensing symposium,A3
3078,47,Conferência Latinoamericana de Informática,19990.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,100.0,100.0,100.0,100.0,B2,B2,B2,B2,all,conferencia latinoamericana de informatica,B2
3079,48,Working Conference on Reverse Engineering,20000.0,-,conferencia,-,working conference on reverse engineering,working conference on reverse engineering,working conference on reverse engineering,working conference on reverse engineering,100.0,100.0,100.0,100.0,A3,A3,A3,A3,all,working conference on reverse engineering,A3
3080,49,European Conference on Software Maintenance and Reengineering,20010.0,-,conferencia,-,european conference on software maintenance and reengineering,european conference on software maintenance and reengineering,european conference on software maintenance and reengineering,european conference on software maintenance and reengineering,100.0,100.0,100.0,100.0,A3,A3,A3,A3,all,european conference on software maintenance and reengineering,A3
3081,50,Latin American Conference on Pattern Languages of Programming,20050.0,-,conferencia,latin,latin american conference on pattern languages of programming,latin american conference on pattern languages of programming,latin american conference on pattern languages of programming,latin american conference on pattern languages of programming,100.0,100.0,100.0,100.0,B4,B4,B4,B4,all,latin american conference on pattern languages of programming,B4
3082,51,Simpósio Brasileiro de Sistemas de Informação,20060.0,-,conferencia,-,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro em seguranca da informacao e de sistemas computacionais,100.0,100.0,100.0,100.0,A4,A4,A4,B1,ratio partial sort,simposio brasileiro de sistemas de informacao,A4
3083,52,Latin American Conference on Pattern Languages of programming,20070.0,-,conferencia,latin,latin american conference on pattern languages of programming,latin american conference on pattern languages of programming,latin american conference on pattern languages of programming,latin american conference on pattern languages of programming,100.0,100.0,100.0,100.0,B4,B4,B4,B4,all,latin american conference on pattern languages of programming,B4
3084,53,Workshop on Requirements Engineering,20070.0,-,conferencia,-,workshop on requirements engineering,international workshop on requirements engineering and law,workshop on requirements engineering,international workshop on requirements engineering and law,100.0,100.0,100.0,100.0,A4,B3,A4,B3,ratio sort,workshop on requirements engineering,A4
3085,54,Simpósio Brasileiro de Qualidade de Software,20070.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,100.0,100.0,100.0,100.0,B1,B1,B1,B1,all,simposio brasileiro de qualidade de software,B1
3086,55,Simpósio Brasileiro de Qualidade de Software,20090.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,100.0,100.0,100.0,100.0,B1,B1,B1,B1,all,simposio brasileiro de qualidade de software,B1
3087,56,Simpósio Brasileiro de Informática na Educação,20090.0,-,conferencia,-,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,100.0,100.0,100.0,100.0,A3,A3,A3,A3,all,simposio brasileiro de informatica na educacao,A3
3088,57,Workshop Brasileiro de Métodos Ágeis,20100.0,-,conferencia,-,workshop brasileiro de metodos ageis,workshop brasileiro de metodos ageis,workshop brasileiro de metodos ageis,workshop brasileiro de metodos ageis,100.0,100.0,100.0,100.0,B4,B4,B4,B4,all,workshop brasileiro de metodos ageis,B4
3089,58,Latin American Conference on Pattern Languages of Programming,20100.0,-,conferencia,latin,latin american conference on pattern languages of programming,latin american conference on pattern languages of programming,latin american conference on pattern languages of programming,latin american conference on pattern languages of programming,100.0,100.0,100.0,100.0,B4,B4,B4,B4,all,latin american conference on pattern languages of programming,B4
3090,59,International Conference on Human-Computer Interaction,20140.0,-,conferencia,-,international conference on human-computer interaction,international conference on human-computer interaction,international conference on human-computer interaction,international conference on human-computer interaction,100.0,100.0,100.0,100.0,B1,B1,B1,B1,all,international conference on human-computer interaction,B1
3091,60,International Conference on Software Engineering and Knowledge Engineering,20140.0,-,conferencia,-,international conference on software engineering and knowledge engineering,international conference on software engineering,international conference on software engineering and knowledge engineering,international conference on software engineering,100.0,100.0,100.0,100.0,B1,A1,B1,A1,ratio sort,international conference on software engineering and knowledge engineering,B1
3092,61,International Conference on Computational Science and Its Applications,20140.0,-,conferencia,its,international conference on computational science and its applications,international conference on computational science,international conference on computational science and its applications,international conference on computational science,100.0,100.0,100.0,100.0,A3,B2,A3,B2,ratio sort,international conference on computational science and its applications,A3
3093,62,International Conference on Software Engineering and Knowledge Engineering,20150.0,-,conferencia,-,international conference on software engineering and knowledge engineering,international conference on software engineering,international conference on software engineering and knowledge engineering,international conference on software engineering,100.0,100.0,100.0,100.0,B1,A1,B1,A1,ratio sort,international conference on software engineering and knowledge engineering,B1
3094,63,International Conference on Computational Science and Its Applications,20150.0,-,conferencia,its,international conference on computational science and its applications,international conference on computational science,international conference on computational science and its applications,international conference on computational science,100.0,100.0,100.0,100.0,A3,B2,A3,B2,ratio sort,international conference on computational science and its applications,A3
3095,64,Simpósio Brasileiro de Sistemas de Informação,20160.0,-,conferencia,-,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro em seguranca da informacao e de sistemas computacionais,100.0,100.0,100.0,100.0,A4,A4,A4,B1,ratio partial sort,simposio brasileiro de sistemas de informacao,A4
3096,65,Simpósio Brasileiro de Qualidade de Software,20160.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,100.0,100.0,100.0,100.0,B1,B1,B1,B1,all,simposio brasileiro de qualidade de software,B1
3097,66,International Conference on Information Technology : New Generations,20170.0,-,conferencia,-,international conference on information technology : new generations,international conference on information technology : new generations,international conference on information technology : new generations,international conference on information technology : new generations,100.0,100.0,100.0,100.0,A4,A4,A4,A4,all,international conference on information technology : new generations,A4
3098,67,International Conference on Software Engineering and Knowledge Engineering,20170.0,-,conferencia,-,international conference on software engineering and knowledge engineering,international conference on software engineering,international conference on software engineering and knowledge engineering,international conference on software engineering,100.0,100.0,100.0,100.0,B1,A1,B1,A1,ratio sort,international conference on software engineering and knowledge engineering,B1
3099,68,Simpósio Brasileiro de Sistemas de Informação,20170.0,-,conferencia,-,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro em seguranca da informacao e de sistemas computacionais,100.0,100.0,100.0,100.0,A4,A4,A4,B1,ratio partial sort,simposio brasileiro de sistemas de informacao,A4
3100,69,Simpósio Brasileiro de Sistemas de Informação,20180.0,-,conferencia,-,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro em seguranca da informacao e de sistemas computacionais,100.0,100.0,100.0,100.0,A4,A4,A4,B1,ratio partial sort,simposio brasileiro de sistemas de informacao,A4
3101,70,Simpósio Brasileiro de Sistemas de Informação,20190.0,-,conferencia,-,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro de sistemas de informacao,simposio brasileiro em seguranca da informacao e de sistemas computacionais,100.0,100.0,100.0,100.0,A4,A4,A4,B1,ratio partial sort,simposio brasileiro de sistemas de informacao,A4
3102,71,Iberian Conference on Information Systems and Technologies,20190.0,-,conferencia,-,iberian conference on information systems and technologies,iberian conference on information systems and technologies,iberian conference on information systems and technologies,iberian conference on information systems and technologies,100.0,100.0,100.0,100.0,A4,A4,A4,A4,all,iberian conference on information systems and technologies,A4
3103,72,Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais,20190.0,-,conferencia,-,simposio brasileiro sobre fatores humanos em sistemas computacionais,simposio brasileiro sobre fatores humanos em sistemas computacionais,simposio brasileiro sobre fatores humanos em sistemas computacionais,simposio brasileiro sobre fatores humanos em sistemas computacionais,100.0,100.0,100.0,100.0,A4,A4,A4,A4,all,simposio brasileiro sobre fatores humanos em sistemas computacionais,A4
3104,73,Simpósio Brasileiro de Qualidade de Software,20210.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,100.0,100.0,100.0,100.0,B1,B1,B1,B1,all,simposio brasileiro de qualidade de software,B1
3105,74,Simpósio Brasileiro de Automação Inteligente,20110.0,-,conferencia,-,simposio brasileiro de automacao inteligente,simposio brasileiro de automacao inteligente,simposio brasileiro de automacao inteligente,simposio brasileiro de automacao inteligente,100.0,100.0,100.0,100.0,B4,B4,B4,B4,all,simposio brasileiro de automacao inteligente,B4
3106,75,Congresso Brasileiro de Automática,20120.0,-,conferencia,-,congresso brasileiro de automatica,congresso brasileiro de automatica,congresso brasileiro de automatica,congresso brasileiro de automatica,100.0,100.0,100.0,100.0,B4,B4,B4,B4,all,congresso brasileiro de automatica,B4
3107,76,Simpósio Brasileiro de Automação Inteligente,20130.0,-,conferencia,-,simposio brasileiro de automacao inteligente,simposio brasileiro de automacao inteligente,simposio brasileiro de automacao inteligente,simposio brasileiro de automacao inteligente,100.0,100.0,100.0,100.0,B4,B4,B4,B4,all,simposio brasileiro de automacao inteligente,B4
3108,77,Congresso Brasileiro de Automática,20140.0,-,conferencia,-,congresso brasileiro de automatica,congresso brasileiro de automatica,congresso brasileiro de automatica,congresso brasileiro de automatica,100.0,100.0,100.0,100.0,B4,B4,B4,B4,all,congresso brasileiro de automatica,B4
3109,78,Brazilian Symposium on Bioinformatics,20180.0,-,conferencia,-,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,brazilian symposium on bioinformatics,100.0,100.0,100.0,100.0,B1,B1,B1,B1,all,brazilian symposium on bioinformatics,B1
3110,79,"CONFERENCE ON GRAPHICS, PATTERNS AND IMAGES",20120.0,-,conferencia,patterns,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",100.0,100.0,100.0,100.0,A3,A3,A3,A3,all,"conference on graphics, patterns and images",A3
3111,80,Workshop de Visão Computacional,20120.0,-,conferencia,-,workshop de visao computacional,workshop de visao computacional,workshop de visao computacional,workshop de visao computacional,100.0,100.0,100.0,100.0,B4,B4,B4,B4,all,workshop de visao computacional,B4
3112,81,Workshop sobre Educação em Computação,20200.0,-,conferencia,-,workshop sobre educacao em computacao,workshop sobre educacao em computacao,workshop sobre educacao em computacao,workshop sobre educacao em computacao,100.0,100.0,100.0,100.0,A4,A4,A4,A4,all,workshop sobre educacao em computacao,A4
3113,82,Simpósio Brasileiro de Qualidade de Software,20020.0,-,conferencia,-,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,simposio brasileiro de qualidade de software,100.0,100.0,100.0,100.0,B1,B1,B1,B1,all,simposio brasileiro de qualidade de software,B1
3114,83,"International Conference on Embedded Computer Systems: Architectures, Modeling and Simulation",20140.0,-,conferencia,-,"international conference on embedded computer systems: architectures, modeling and simulation","international conference on embedded computer systems: architectures, modeling and simulation","international conference on embedded computer systems: architectures, modeling and simulation","international conference on embedded computer systems: architectures, modeling and simulation",100.0,100.0,100.0,100.0,B1,B1,B1,B1,all,"international conference on embedded computer systems: architectures, modeling and simulation",B1
3115,84,International Symposium on Computer Architecture and High Performance Computing,20180.0,-,conferencia,-,international symposium on computer architecture and high performance computing,international symposium on computer architecture,international symposium on computer architecture and high performance computing,international symposium on computer architecture,100.0,100.0,100.0,100.0,A4,A1,A4,A1,ratio sort,international symposium on computer architecture and high performance computing,A4
3116,85,Simpósio em Sistemas Computacionais de Alto Desempenho,20180.0,-,conferencia,-,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,100.0,100.0,100.0,100.0,B1,B1,B1,B1,all,simposio em sistemas computacionais de alto desempenho,B1
3117,86,Workshop de Realidade Virtual e Aumentada,20120.0,-,conferencia,-,workshop de realidade virtual e aumentada,workshop de realidade virtual e aumentada,workshop de realidade virtual e aumentada,workshop de realidade virtual e aumentada,100.0,100.0,100.0,100.0,B4,B4,B4,B4,all,workshop de realidade virtual e aumentada,B4
3118,87,Brazilian Conference on Intelligent Systems,20140.0,-,conferencia,-,brazilian conference on intelligent system,brazilian conference on intelligent system,brazilian conference on intelligent system,brazilian conference on intelligent system,99.0,100.0,99.0,99.0,A4,A4,A4,A4,all,brazilian conference on intelligent system,A4
3119,88,Brazilian Conference on Intelligent Systems,20170.0,-,conferencia,-,brazilian conference on intelligent system,brazilian conference on intelligent system,brazilian conference on intelligent system,brazilian conference on intelligent system,99.0,100.0,99.0,99.0,A4,A4,A4,A4,all,brazilian conference on intelligent system,A4
3120,89,IEEE Sensors Applications Sympsium,20080.0,-,conferencia,sensors,ieee sensors applications symposium,ieee sensors,ieee sensors applications symposium,ieee sensors,99.0,100.0,99.0,100.0,B1,A4,B1,A4,ratio sort,ieee sensors applications symposium,B1
3121,90,Brazilian Conference on Intelligent Systems,20200.0,-,conferencia,-,brazilian conference on intelligent system,brazilian conference on intelligent system,brazilian conference on intelligent system,brazilian conference on intelligent system,99.0,100.0,99.0,99.0,A4,A4,A4,A4,all,brazilian conference on intelligent system,A4
3122,91,Conferência Latino-Americana de Informática,20040.0,-,conferencia,-,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,conferencia latinoamericana de informatica,99.0,98.0,78.0,85.0,B2,B2,,B2,all,conferencia latinoamericana de informatica,B2
