,producoes
2825,"
Igor Ono.
							Desenvolvimento e Testes com Tecnologias para Identicação e Caracterização de Sujidade e Limpeza Automatizada em Plantas Solares Fotovoltaicas.
							2018.
							Iniciação Científica. (Graduando em Engenharia Elétrica)  - Universidade Federal de Mato Grosso do Sul,
							Companhia Energetica Candeias. Orientador: Ricardo Ribeiro dos Santos.
						
"
2826,"
Leonardo Cessel.
							Integração dos sistemas de identicação e limpeza com sistema supervisório.
							2018.
							Iniciação Científica. (Graduando em Engenharia de Computação)  - Universidade Federal de Mato Grosso do Sul,
							Companhia Energetica Candeias. Orientador: Ricardo Ribeiro dos Santos.
						
"
2827,"
Vitória Fahed.
							Monitoramento da Mini-Planta UFMS, Planejamento e Execução de Experimentos de Perdas de Produção.
							2018.
							Iniciação Científica. (Graduando em Engenharia Elétrica)  - Universidade Federal de Mato Grosso do Sul,
							Companhia Energetica Candeias. Orientador: Ricardo Ribeiro dos Santos.
						
"
2828,"
João Carlos Melgarejo Júnior.
							Framework MultiExplorer: modelagem e desenvolvimento.
							2017.
							Iniciação Científica. (Graduando em Engenharia de Computação)  - Universidade Federal de Mato Grosso do Sul,
							Coordenação de Aperfeiçoamento de Pessoal de Nível Superior. Orientador: Ricardo Ribeiro dos Santos.
						
"
2829,"
Matheus Gomes de Sousa.
							Framework MultiExplorer: desenvolvimento e experimentos com ferramentas de simulação e estimativas físicas com Dark Silicon.
							2017.
							Iniciação Científica. (Graduando em Engenharia de Computação)  - Universidade Federal de Mato Grosso do Sul,
							Coordenação de Aperfeiçoamento de Pessoal de Nível Superior. Orientador: Ricardo Ribeiro dos Santos.
						
"
2830,"
Luiz Augusto Matos Tedesco.
							Framework MultiExplorer: desenvolvimento de interface para algoritmos e ferramentas de exploração de espaço de projeto utilizando métricas de dark silicon.
							2017.
							Iniciação Científica. (Graduando em Engenharia de Computação)  - Universidade Federal de Mato Grosso do Sul,
							Coordenação de Aperfeiçoamento de Pessoal de Nível Superior. Orientador: Ricardo Ribeiro dos Santos.
						
"
2831,"
Paulo Henrique Soken.
							Avaliação e Melhorias de Desempenho na Ferramenta Coretool.
							2016.
							Iniciação Científica. (Graduando em Engenharia de Computação)  - Universidade Federal de Mato Grosso do Sul,
							Coordenação de Aperfeiçoamento de Pessoal de Nível Superior. Orientador: Ricardo Ribeiro dos Santos.
						
"
2832,"
Clara Hayashi.
							Projeto e Desenvolvimento da Ferramenta MultiExplorer: inclusão de métricas de dark silicon.
							2016.
							Iniciação Científica. (Graduando em Engenharia de Computação)  - Universidade Federal de Mato Grosso do Sul,
							Coordenação de Aperfeiçoamento de Pessoal de Nível Superior. Orientador: Ricardo Ribeiro dos Santos.
						
"
2833,"
Natyelle Silotti.
							Projeto de Codificadores de Instruções para os Conjuntos ARM e MIPS sobre a Infraestrutura PBIW.
							2016.
							Iniciação Científica. (Graduando em Engenharia de Computação)  - Universidade Federal de Mato Grosso do Sul,
							Coordenação de Aperfeiçoamento de Pessoal de Nível Superior. Orientador: Ricardo Ribeiro dos Santos.
						
"
2834,"
Viviane Louzada Wisniewski.
							Projeto, Desenvolvimento e Prototipação de Dispositivos Eletrônicos de Baixo Custo para Controle de Acesso Utilizando Tecnologia RFID.
							2015.
							Iniciação Científica. (Graduando em Engenharia Elétrica)  - Universidade Federal de Mato Grosso do Sul,
							Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Ricardo Ribeiro dos Santos.
						
"
2835,"
Guilherme Augusto Defalque.
							Projeto e Desenvolvimento de Dispositivos Eletrônicos de Baixo Custo para Gerência de Mídia Eletrônica Integrado a Dispositivos de Controle de Acesso.
							2014.
							Iniciação Científica. (Graduando em Engenharia de Computação)  - Universidade Federal de Mato Grosso do Sul,
							Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Ricardo Ribeiro dos Santos.
						
"
2836,"
Rafael Alves da Costa.
							Dark Silicon: teoria e ferramentas de apoio ao projeto de hardware.
							2014.
							Iniciação Científica. (Graduando em Engenharia de Computação)  - Universidade Federal de Mato Grosso do Sul,
							Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Ricardo Ribeiro dos Santos.
						
"
2837,"
Riccieli Kendy Zan Minakawa.
							Projeto e Inovação de Aplicações de Baixo Custo Baseadas no Microcontrolador Arduino.
							2013.
							Iniciação Científica. (Graduando em Engenharia de Computação)  - Universidade Federal de Mato Grosso do Sul. Orientador: Ricardo Ribeiro dos Santos.
						
"
2838,"
Ricardo Espíndola de Aguiar.
							Geração de Código a partir da Plataforma LLVM para o Processador R-vex.
							2013.
							Iniciação Científica. (Graduando em Engenharia de Computação)  - Universidade Federal de Mato Grosso do Sul,
							Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Ricardo Ribeiro dos Santos.
						
"
2839,"
Márcio Afonso Soleira Grassi.
							Aplicação e Caracterização da Técnica de Codificação PBIW em Processadores Escalares.
							2013.
							Iniciação Científica. (Graduando em Engenharia Elétrica)  - Universidade Federal de Mato Grosso do Sul,
							Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Ricardo Ribeiro dos Santos.
						
"
2840,"
Guilherme Gloriano.
							Integração, Experimentos e Caracterização de Aplicações sobre Processadores Embarcados usando o Back-End LLVM.
							2013.
							Iniciação Científica. (Graduando em Engenharia de Computação)  - Universidade Federal de Mato Grosso do Sul,
							Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Ricardo Ribeiro dos Santos.
						
"
2841,"
Otávio Singulani Castanon Andrade.
							Projeto e Inovação de Aplicações de Baixo Custo Baseadas no Microcontrolador Arduino.
							2013.
							Iniciação Científica. (Graduando em Engenharia de Computação)  - Universidade Federal de Mato Grosso do Sul. Orientador: Ricardo Ribeiro dos Santos.
						
"
2842,"
Rafael Alves da Costa.
							Projeto e Caracterização de Decodificadores de Código baseados na Técnica PBIW.
							2013.
							Iniciação Científica - Universidade Federal de Mato Grosso do Sul,
							Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Ricardo Ribeiro dos Santos.
						
"
2843,"
Felipe de Oliveira de Araujo.
							Projeto e Implementação de Decodificadores de Código em Plataforma FPGA.
							2012.
							Iniciação Científica. (Graduando em Engenharia Elétrica)  - Universidade Federal de Mato Grosso do Sul,
							Universidade Federal de Mato Grosso do Sul. Orientador: Ricardo Ribeiro dos Santos.
						
"
2844,"
Renan Saito Kawakita.
							Projeto e Implementação de Testes Funcionais e de Temporização sobre Circuitos Integrados.
							2012.
							Iniciação Científica. (Graduando em Engenharia Elétrica)  - Universidade Federal de Mato Grosso do Sul,
							Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Ricardo Ribeiro dos Santos.
						
"
2845,"
Jader Lucas Perez.
							Ferramentas para Simulação e Avaliação de Processadores de Alto Desempenho.
							2011.
							Iniciação Científica. (Graduando em Engenharia Elétrica)  - Universidade Federal de Mato Grosso do Sul,
							Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Ricardo Ribeiro dos Santos.
						
"
2846,"
Felipe de Oliveira de Araujo.
							Projeto e Implementação de Decodificadores de Código em Plataforma FPGA - Fase II.
							2011.
							Iniciação Científica. (Graduando em Engenharia Elétrica)  - Universidade Federal de Mato Grosso do Sul,
							Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Ricardo Ribeiro dos Santos.
						
"
2847,"
Felipe Prado Yonehara.
							Infraestrutura para Simulação da Arquitetura 2D-VLIW.
							2009.
							Iniciação Científica. (Graduando em Engenharia de Computação)  - Universidade Católica Dom Bosco,
							Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Ricardo Ribeiro dos Santos.
						
"
2848,"
Kariston Augusto Ávila.
							Escalonamento e Alocação de Registradores baseado em Isomorfismo de Subgrafos para a Arquitetura 2D-VLIW.
							2009.
							Iniciação Científica. (Graduando em Engenharia de Computação)  - Universidade Católica Dom Bosco,
							Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Ricardo Ribeiro dos Santos.
						
"
2849,"
Thiago William Machado.
							Algoritmo Paralelo para o Problema de Árvore Geradora Mínima.
							2009.
							Iniciação Científica. (Graduando em Engenharia de Computação)  - Universidade Católica Dom Bosco,
							Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Ricardo Ribeiro dos Santos.
						
"
2850,"
Felipe Augusto Zuffo.
							Avaliação de Desempenho dos Mecanismos de Comunicação na Arquitetura CORBA.
							2003.
							Iniciação Científica. (Graduando em Engenharia de Computação)  - Universidade Católica Dom Bosco,
							Universidade Católica Dom Bosco. Orientador: Ricardo Ribeiro dos Santos.
						
"
2851,"
Leonardo Cessel.
							Plataforma Eletrônica para Aquisção e Tratamento de Sinais Fisiológicos em Bovinos de Corte: Otimizações, Caracterizações e Análises de Desempenho.
							2017.
							Orientação de outra natureza. (Engenharia de Computação)  - Universidade Federal de Mato Grosso do Sul,
							Empresa Brasileira de Pesquisa Agropecuária. Orientador: Ricardo Ribeiro dos Santos.
						
"
2852,"
Pedro Augusto Santos Orona Silva.
							Plataforma Eletrônica para Aquisção e Tratamento de Sinais Fisiológicos em Bovinos de Corte: projeto de sensor oxímetro.
							2017.
							Orientação de outra natureza. (Engenharia de Computação)  - Universidade Federal de Mato Grosso do Sul,
							Empresa Brasileira de Pesquisa Agropecuária. Orientador: Ricardo Ribeiro dos Santos.
						
"
2853,"
Denner Vidal.
							Sistema em Nuvem para Plataforma Eletrônica de Bovinos.
							2016.
							Orientação de outra natureza. (Engenharia de Computação)  - Universidade Federal de Mato Grosso do Sul,
							Empresa Brasileira de Pesquisa Agropecuária. Orientador: Ricardo Ribeiro dos Santos.
						
"
2854,"
Rafael Alves da Costa.
							Projeto, Desenvolvimento e Prototipação de Sensor Oxímetro de Reflectância para Aplicação em Sanidade Bovina.
							2015.
							Orientação de outra natureza. (Engenharia de Computação)  - Universidade Federal de Mato Grosso do Sul,
							Empresa Brasileira de Pesquisa Agropecuária. Orientador: Ricardo Ribeiro dos Santos.
						
"
2855,"
SHIH TING JU.
							Aquitã: Inventário e Controle de Empréstimos Materiais Baseado na Tecnologia RFID. Programa Jovens Talentos para a Ciência..
							2013.
							Orientação de outra natureza. (Engenharia de Computação)  - Universidade Federal de Mato Grosso do Sul,
							Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Ricardo Ribeiro dos Santos.
						
"
2856,"
Ana Carolina Almeida Victório.
							Aquitã: Inventário e Controle de Empréstimos Materiais Baseado na Tecnologia RFID. Programa Jovens Talentos para a Ciência..
							2013.
							Orientação de outra natureza. (Engenharia de Computação)  - Universidade Federal de Mato Grosso do Sul,
							Conselho Nacional de Desenvolvimento Científico e Tecnológico. Orientador: Ricardo Ribeiro dos Santos.
						
"
2857,"
 SANTOS, R.; BATISTA, E. A. ; QUINELATO, D. D. D. ; RIBEIRO, K. G. ; SOUZA, G. G. ; FAHED, V. ; ONO, I. ; PAES, P. M. V. ; FINELON, T. S. ; NAKA, M. H. ; PINHEIRO, C. G. ; ARAUJO, F. O. . SISTEMA E MÉTODO PARA IDENTIFICAÇÃO E LIMPEZA DE SUJIDADE EM PAINÉIS FOTOVOLTAICOS. 
						2020, 
						Brasil. 
                Patente:
                Privilégio de Inovação.
            Número do registro: BR1020200190555, título: ""SISTEMA E MÉTODO PARA IDENTIFICAÇÃO E LIMPEZA DE SUJIDADE EM PAINÉIS FOTOVOLTAICOS"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        Depósito: 23/09/2020Instituição(ões) financiadora(s): CEC, CEM, CEP.
					
"
2858,"
 SANTOS, R.; Martins, E. M. ; ALVES, F. V. ; ARAUJO, F. O. ; BRESSAN, P. O. ; MARIN, C. ; MADDALENA, E. T. ; ANDRADE, J. P. G. ; GENTIL, G. F. ; CARROMEU, C. . EQUIPAMENTO, MÉTODO E SISTEMA NÃO INTRUSIVOS DE MONITORAMENTO DE SINAIS FISIOLÓGICOS DE ANIMAIS E PARÂMETROS AMBIENTAIS. 
						2016, 
						Brasil. 
                Patente:
                Privilégio de Inovação.
            Número do registro: BR10201600222, título: ""EQUIPAMENTO, MÉTODO E SISTEMA NÃO INTRUSIVOS DE MONITORAMENTO DE SINAIS FISIOLÓGICOS DE ANIMAIS E PARÂMETROS AMBIENTAIS"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        Depósito: 20/01/2016
"
2859,"
SANTOS, R.; CESSEL, L. ; WISNIEWSKI, V. L. . EDLS - Electronic Door Lock Software. 2015. 
                Patente:
                Programa de Computador.
            Número do registro: BR512015000618-5, data de registro: 
                    19/06/2015, título: ""EDLS - Electronic Door Lock Software"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
2860,"
ANDRADE, O. S. C. ; MARKS, R. ; SANTOS, R. ; DEFALQUE, G. A. ; SOKEN, P. H. ; HAYASHI, C. . Raspberry-TV: Sistema de Sinalização Digital. 2015. 
                Patente:
                Programa de Computador.
            Número do registro: BR512015000408-5, data de registro: 
                    22/04/2015, título: ""Raspberry-TV: Sistema de Sinalização Digital"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
2861,"
RIBEIRO, K. G. ; SARAIVA, E. F. ; SANTOS, R. . Sistema de Predição de Sujidade em Painéis Fotovoltaicos. 2019. 
                Patente:
                Programa de Computador.
            Número do registro: BR512019002272-6, data de registro: 
                    06/06/2019, título: ""Sistema de Predição de Sujidade em Painéis Fotovoltaicos"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
2862,"
BATISTA, E. A. ; SANTOS, R. ; DIAS, J. C. ; AGUIAR, R. E. ; ALVES, R. . Sistema de Gestão para Operações de Corte e Religação em Unidades Consumidoras. 2020. 
                Patente:
                Programa de Computador.
            Número do registro: BR512020001755-0, data de registro: 
                    08/09/2020, título: ""Sistema de Gestão para Operações de Corte e Religação em Unidades Consumidoras"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
2863,"
BATISTA, E. A. ; SANTOS, R. ; DIAS, J. C. ; AGUIAR, R. E. ; ALVES, R. . App Operador-Relig. 2020. 
                Patente:
                Programa de Computador.
            Número do registro: BR512020001753-3, data de registro: 
                    08/09/2020, título: ""App Operador-Relig"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
2864,"
BATISTA, E. A. ; SANTOS, R. ; DIAS, J. C. ; AGUIAR, R. E. ; ALVES, R. . App Cliente-Relig. 2020. 
                Patente:
                Programa de Computador.
            Número do registro: BR512020001754-1, data de registro: 
                    08/09/2020, título: ""App Cliente-Relig"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
2865,"
SANTOS, R.; AGUIAR, R. E. ; ALVES, R. ; CARROMEU, C. ; ALVES, F. V. . BEP - Plataforma Eletrônica de Bovinos. 2021. 
                Patente:
                Programa de Computador.
            Número do registro: BR512021000782-4, data de registro: 
                    27/04/2021, título: ""BEP - Plataforma Eletrônica de Bovinos"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
2866,"
PASQUALI, A. ; MIYAMOTO, E. ; Martins, E. M. ; SILVA FILHO, J. M. ; COSTA, L. C. M. ; ROMERO, M. E. R. ; SANTOS, R. . SIDAT - SISTEMA INTEGRADO DE DIAGNÓSTICO EM TRANSFORMADORES. 2012. 
                Patente:
                Programa de Computador.
            Número do registro: 13135-2, título: ""SIDAT - SISTEMA INTEGRADO DE DIAGNÓSTICO EM TRANSFORMADORES"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        
"
2867,"
 Martins, E. M. ; ROMERO, M. E. R. ; GONZALES, M. E. D. ; SANTOS, R. . Circuito Integrado de Portas Lógicas MVL. 
						2012, 
						Brasil. 
                Patente:
                Topografia de Circuito Integrado Registrada.
            Número do registro: PI, título: ""Circuito Integrado de Portas Lógicas MVL"" , Instituição de registro: INPI - Instituto Nacional da Propriedade Industrial.          
        Instituição(ões) financiadora(s): MCTI; Fundect-MS; UFMS; CNPq.
					
"
2868,"
ARRUDA, C. C. P. ; SANTOS, R. . Interciências: Produção de Materiais Didáticos Reais e Virtuais para o Ensino de Ciências. 1. ed. Campo Grande: Editora UFMS, 2014. 127p . 
"
2869,"
SOUZA, F. P. ; SANTOS, R. . Investindo em Novos Talentos da Rede de Educação Pública para Inclusão Social e Desenvolvimento da Cultura Científica em Três Lagoas-MS. 1. ed. Campo Grande: Editora UFMS, 2014. 84p . 
"
2870,"
SANTOS, R.. Do Átomo ao Bit: desvendado o processo de fabricação de circuitos integrados. 2012. (Apresentação de Trabalho/Conferência ou palestra). 
"
2871,"
SANTOS, R.. Projeto de Circuitos Reconfiguráveis. 2013. (Curso de curta duração ministrado/Outra). 
"
2872,"
SANTOS, R.. Introdução à Computação Física. 2013. (Curso de curta duração ministrado/Outra). 
"
2873,"6SANTOS, R.2013SANTOS, R.. Utilização de Plataformas de Hardware Aberto no Ensino: Um Estudo de Caso na Disciplina de Introdução à Engenharia de Computação. International Journal of Computer Architecture Education, v. 2, p. 37-40, 2013. 
"
2874,"
SANTOS, R.2020SANTOS, R.; ALVES, F. V. ; BRESSAN, P. O. ; AGUIAR, R. E. ; SANTOS, W. O. ; ALVES, R. . A Physiological-Monitoring Electronic Platform for Cattle Grazing Systems. INTERNATIONAL JOURNAL OF AGRICULTURAL AND ENVIRONMENTAL INFORMATION SYSTEMS, v. 11, p. 1-12, 2020. 
"
2875,"
DEFALQUE, G. A.2020DEFALQUE, G. A. ; SANTOS, R. ; YOSHIMURA, V. ; ALVES, F. V. . Ingestive Behaviour Activities Based on Bioacoustic Signals in Grazing Cattle. INTERNATIONAL JOURNAL OF AGRICULTURAL AND ENVIRONMENTAL INFORMATION SYSTEMS, v. 11, p. 69-83, 2020. 
"
2876,"
SANTOS, R. M. O.2019SANTOS, R. M. O. ; SARAIVA, E. F. ; ARCE, T. F. ; SANTOS, R. . Predição do Nível de Sombreamento Utilizando um Modelo de Regressão Logístico Multinomial em Sistemas de Criação de Bovinos de Corte. REVISTA BRASILEIRA DE BIOMETRIA, v. 37, p. 378-393, 2019. 
"
2877,"
5ARAUJO, F. O.2018ARAUJO, F. O. ; SANTOS, R. . Projeto e Implementação de Decodificadores de Código em Plataformas FPGA. REVISTA ELETRÔNICA DE INICIAÇÃO CIENTÍFICA, v. 16, p. 1-12, 2018. 
"
2878,"
SANTOS, R.2018

SANTOS, R.; DUENHA, LIANA ; SILVA, A. C. S. ; BIGNARDI, T. ; SOUSA, M. ; TEDESCO, L. ; MELGAREJO JUNIOR, J. ; AZEVEDO, RODOLFO ; ORDONEZ, E. D. M. . Dark-Silicon Aware Design Space Exploration. JOURNAL OF PARALLEL AND DISTRIBUTED COMPUTING, v. 120, p. 295-306, 2018. 
"
2879,"
DUENHA, LIANA2017DUENHA, LIANA ; MAGALHAES, F. C. ; SANTOS, M. T. ; SANTOS, RICARDO . Avaliação de preditores de desvios por meio de simuladores como parte do processo de ensino e aprendizagem de Arquitetura de Computadores. INTERNATIONAL JOURNAL OF COMPUTER ARCHITECTURE EDUCATION, v. 6, p. 1-9, 2017. 
"
2880,"
1SANTOS, R.2016

SANTOS, R.; MARKS, R. ; SANTOS, R. F. ; ARAUJO, F. O. . Instruction Set Independent Program Encoding. Design Automation for Embedded Systems, v. 20, p. 21-45, 2016. 
"
2881,"
2ROMERO, M. E. R.2014

ROMERO, M. E. R. ; Martins, E. M. ; GONZALES, M. E. D. ; SANTOS, R. . Universal Set of CMOS Gates for the Synthesis of Multiple Valued Logic Digital Circuits. IEEE Transactions on Circuits and Systems. I, Regular Papers (Print), v. 61, p. 736-749, 2014. 
"
2882,"
6SANTOS, R.2013SANTOS, R.. Utilização de Plataformas de Hardware Aberto no Ensino: Um Estudo de Caso na Disciplina de Introdução à Engenharia de Computação. International Journal of Computer Architecture Education, v. 2, p. 37-40, 2013. 
"
2883,"
4SANTOS, R.2009SANTOS, R.; AZEVEDO, R. ; ARAUJO, G. C. S. . Instruction Scheduling Based on Subgraph Isomorphism for a High Performance Computer Processor. JOURNAL OF UNIVERSAL COMPUTER SCIENCE, v. 14, p. 3465-3480, 2009. 
"
2884,"
3SANTOS, R.2009

SANTOS, R.; BATISTELLA, R. ; AZEVEDO, R. . A pattern based instruction encoding technique for high performance architectures. International Journal of High Performance Systems Architecture (Print), v. 2, p. 71, 2009. 
"
2885,"
ARRUDA, C. C. P. ; SANTOS, R. . Interciências: Produção de Materiais Didáticos Reais e Virtuais para o Ensino de Ciências. 1. ed. Campo Grande: Editora UFMS, 2014. 127p . 
"
2886,"
SOUZA, F. P. ; SANTOS, R. . Investindo em Novos Talentos da Rede de Educação Pública para Inclusão Social e Desenvolvimento da Cultura Científica em Três Lagoas-MS. 1. ed. Campo Grande: Editora UFMS, 2014. 84p . 
"
2887,"
IAIONE, F. ; SANTOS, R. . Computação Física. In: Edson Takashi Matsubara; Ricardo Ribeiro dos Santos. (Org.). Interciências: Despertando Talentos em Computação. 1ed.Campo Grande: Editora UFMS, 2014, v. , p. 43-58. 
"
2888,"
SANTOS, R. R.; CASTRO JUNIOR, A. A. ; ROMERO, M. E. R. ; RUCHSKYS, D. P. . A Computação Paralela e o Cenário Regional. Informativo Mensal da UCDB, Campo Grande, 03 mar.  2003. 
"
2889,"
CATELAN, D. ; SANTOS, R. ; DUENHA, L. D. . Accuracy and Physical Characterization of ApproximateArithmetic Circuits. In: Simpósio em Sistemas Computacionais de Alto Desempenho, 2020. Anais do XXI Simpósio em Sistemas Computacionais de Alto Desempenho - WSCAD, 2020. p. 143-154. 
"
2890,"
DUENHA, L. D. ; SONOHATA, R. ; ARIGONI, D. C. A. ; SANTOS, R. . Preditor de Desempenho de GPUs aplicado à Exploração do Espaço de Projetos ciente de Dark-Silicon. In: Simpósio em Sistemas Computacionais de Alto Desempenho, 2020. Anais do XXI Simpósio em Sistemas Computacionais de Alto Desempenho - WSCAD, 2020. p. 299-310. 
"
2891,"
SANTOS, MATEUS T. DOS ; SONOHATA, RHAYSSA ; KREBS, CASIO ; SEGOVIA, DIEGO ; SANTOS, RICARDO ; DUENHA, LIANA . Performance Models for Heterogeneous Systems Applied to the Dark Silicon-Aware Design Space Exploration. In: 2019 31st International Symposium on Computer Architecture and High Performance Computing (SBACPAD), 2019, Campo Grande. 2019 31st International Symposium on Computer Architecture and High Performance Computing (SBAC-PAD), 2019. p. 9-16. 
"
2892,"
SONOHATA, R. ; KREBS, C. ; CATELAN, D. ; DUENHA, L. D. ; SEGOVIA, D. ; SANTOS, M. T. ; SANTOS, R. . Exploração do Projeto de Sistemas Baseados em GPU ciente de Dark Silicon. In: Simpósio em Sistemas Computacionais de Alto Desempenho, 2019, Campo Grande. 2019: Anais do XX Simpósio em Sistemas Computacionais de Alto Desempenho, 2019. p. 358-369. 
"
2893,"
SANTOS, M. T. ; OLIVEIRA, T. R. ; SONOHATA, R. ; KREBS, C. ; DUENHA, L. D. ; SANTOS, R. . Modelo de Predição de Desempenho Integrado à Exploração do Espaço de Projetos. In: Workshop de Computação Heterogênea, 2018, São Paulo. II Workshop de Computação Heterogênea, 2018. p. 630-641. 
"
2894,"
SANTOS, R.; BIGNARDI, T. ; SILVA, A. C. S. ; DUENHA, L. D. ; AZEVEDO, R. ; ORDONEZ, E. D. M. . On the Dark Silicon Automatic Evaluation on Multicore Processors. In: 28th International Symposium on Computer Architecture and High Performance Computing, 2016, Los Angeles. 2016 IEEE 28th International Symposium on Computer Architecture and High Performance Computing, 2016. p. 166-173. 
"
2895,"
SANTOS, R.; AGUIAR, R. E. ; SOKEN, P. H. ; DUENHA, LIANA ; FERRAZ, S. B. . Thread Footprint Analysis for the Design of Multithreaded Applications and Multicore Systems. In: 7th Workshop on Applications for Multi-Core Architectures, 2016, Los Angeles. 2016 International Symposium on Computer Architecture and High Performance Computing Workshops, 2016. p. 55-60. 
"
2896,"
SANTOS, RICARDO; MARKS, RENAN ; ALVES, RAFAEL ; ARAUJO, FELIPE ; SANTOS, RENATO . Instruction decoders based on pattern factorization. In: 2015 28th IEEE International SystemonChip Conference (SOCC), 2015, Beijing. 2015 28th IEEE International System-on-Chip Conference (SOCC). p. 180-185. 
"
2897,"
SILVA, A. C. S. ; BIGNARDI, T. ; PALMA, E. ; ALVES, R. ; HAYASHI, C. ; SANTOS, R. . Identificação Automática de Dark Silicon em Processadores Multicore. In: Simpósio em Sistemas Computacionais de Alto Desempenho (WSCAD), 2015, Florianópolis. XVI Simpósio em Sistemas Computacionais de Alto Desempenho, 2015. 
"
2898,"


DEVIGO, RODRIGO ; DUENHA, LIANA ; AZEVEDO, RODOLFO ; SANTOS, RICARDO . MultiExplorer: A tool set for multicore system-on-chip design exploration. In: 2015 IEEE 26th International Conference on Applicationspecific Systems, Architectures and Processors (ASAP), 2015, Toronto. 2015 IEEE 26th International Conference on Application-specific Systems, Architectures and Processors (ASAP). p. 160. 
"
2899,"
SANTOS, R.. Open Hardware Platforms in a First Course of the Computer Engineering Undergraduate Program. In: 2014 IEEE Frontiers in Education Conference Proceedings (FIE), 2014, Madrid. 44th Annual Frontiers in Education (FIE) Conference, 2014. p. 2085-2091. 
"
2900,"
SANTOS, R.. Environmental Technological Projects in the Computer Engineering Program. In: Frontiers in Education Conference, 2014, Madrid. 2014 IEEE Frontiers in Education Conference Proceedings (FIE), 2014. p. 310-313. 
"
2901,"
KOIKE, C. ; MAX, E. ; GHELERI, R. ; SANTOS, R. . Coretool: análise e identificação de threads em sistemas multicore. In: XV Simpósio em Sistemas Computacionais de Alto Desempenho (WSCAD 2014), 2014, São José dos Campos. Anais da 15a edição do Simpósio em Sistemas Computacionais de Alto Desempenho (WSCAD 2014), 2014. p. 192-203. 
"
2902,"
SANTOS, R.; BRESSAN, P. O. ; ARAUJO, FELIPE ; ALVES, F. V. . Uso de Sensores na Pecuária. In: SIMPÓSIO BRASILEIRO DE PECUÁRIA DE PRECISÃO APLICADA À BOVINOCUTURA DE CORTE, 2014, Campo Grande. SIMPÓSIO BRASILEIRO DE PECUÁRIA DE PRECISÃO APLICADA À BOVINOCUTURA DE CORTE, 2014. 
"
2903,"
ARAUJO, F. O. ; SANTOS, R. . Projeto e Implementação de Decodificadores de Código em Plataformas FPGA. In: XXXIII Congresso da Sociedade Brasileira de Computação - Concurso de Trabalhos de Iniciação Científica, 2013, Maceió. Anais do XXXIII Congresso da Sociedade Brasileira de Computação, 2013. p. 161-170. 
"
2904,"
MARKS, RENAN ; SANTOS, RICARDO ; SANTOS, RENATO . A framework for instruction encoding designs on embedded processors. In: 2013 International Symposium on Rapid System Prototyping (RSP), 2013, Montreal. 2013 International Symposium on Rapid System Prototyping (RSP). p. 116-122. 
"
2905,"
SANTOS, R. F. ; MARKS, R. ; SANTOS, R. . PBIW-SPARC: Uma Estratégia para Codificação de Instruções em Programas SPARC. In: Workshop de Sistemas Computacionais de Alto Desempenho - Simpósio em Sistemas Computacionais, 2013, Recife. Anais do XIV Simpósio em Sistemas Computacionais (WSCAD-SSC), 2013. p. 60-67. 
"
2906,"
MARKS, RENAN ; ARAUJO, FELIPE ; SANTOS, RENATO ; YONEHARA, FELIPE ; SANTOS, RICARDO . Design and Implementation of the PBIW Instruction Decoder in a Softcore Embedded Processor. In: 2012 13th Symposium on Computer Systems XIII Simp sio de Sistemas Computacionais (WSCADSSC), 2012, Petropolis. 2012 13th Symposium on Computer Systems. p. 110. 
"
2907,"
BOGUE, E. ; HOSINO, E. A. ; SANTOS, R. M. O. ; ALVES, H. H. ; SANTOS, R. . Strip Packing Heuristics for the DAGs Packing Problem. In: XLIV SBPO/XVI CLAIO, 2012, Rio de Janeiro. Anais do XLIV Simpósio Brasileiro de Pesquisa Operacional/XVI Congresso Latino Americano de Investigacion Operativa, 2012. 
"
