,evento,ano,qualis,categoria,match_sigla,evento_match_ratio,evento_match_partial,evento_match_sort,evento_match_set,fuzz_ratio,fuzz_partial_ratio,fuzz_sort_ratio,fuzz_set_ratio,qualis_ratio,qualis_partial,qualis_sort,qualis_set,algoritmo_match_final,nome_evento_final,qualis_final
2450,IEEE 2002 International Performance and Dependability Symposium (IPDS) joint with DSN´2002,20020.0,-,conferencia,dsn,ieee international conference on dependable systems and networks workshops,international test conference,ieee international symposium on performance analysis of systems and software,robocup international symposium,61,69,66,85,,,,A4,nulo,nao_tem,-
2451,IV Workshop de  Manutenção de Software  Moderna (WMSWM 2007),20070.0,-,conferencia,iv,workshop de engenharia de software baseada em busca,workshop de transparencia de sistema,international workshop on emerging trends in software metrics,workshop de software livre,61,69,62,87,,,,B4,nulo,nao_tem,-
2452,"Workshop of Thesis and Dissertations, Conference on Graphics, Patterns, and Images (WTD-SIBGRAPI)",20140.0,-,conferencia,patterns,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",61,98,63,100,,A3,,A3,all,"conference on graphics, patterns and images",A3
2453,"SPE Latin American and Caribbean Petroleum Engineering Conference (LACPEC),",20200.0,-,conferencia,latin,latin american networking conference,agile conference,latin american high performance computing conference,american control conference,61,75,63,83,,,,A1,nulo,nao_tem,-
2454,SBIE2001 XII Simposio Brasileiro de Informatica na Educacao - Educacao a Distancia Mediada por Computador,20010.0,-,conferencia,-,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,61,100,62,100,,A3,,A3,all,simposio brasileiro de informatica na educacao,A3
2455,HCI International 2009,20090.0,-,conferencia,hci,international i*workshop,computer graphics international conference,international i*workshop,international workshop on collaborative virtual environments,61,77,65,74,,,,,nulo,nao_tem,-
2456,Workshop em Modelagem e Simulação de Sistemas Intensivos em Software,20210.0,-,conferencia,-,workshop de desenvolvimento distribuido de software,workshop de software livre,workshop latinoamericano de ingenieria de software experimental,workshop de software livre,61,62,61,87,,,,B4,nulo,nao_tem,-
2457,IV Congresso Petrobrás de Informática e Telecomunicações - IV INFTEL,19970.0,-,conferencia,iv,congresso brasileiro de informatica em saude,congresso brasileiro de informatica em saude,congreso internacional de informatica educativa,congresso brasileiro de informatica em saude,61,75,64,71,,,,,nulo,nao_tem,-
2458,"9th ACM International Workshop on Middleware for Grids, Clouds and e-Science - MGC 2011",20110.0,-,conferencia,middleware,international workshop on software engineering for science,international i*workshop,international workshop on adaptive resource management and scheduling for cloud computing,international i*workshop,61,92,61,96,,B4,,B4,nulo,nao_tem,-
2459,"Sixth International Workshop on Process Querying, Manipulation, and Intelligence (PQMI 2021)",20210.0,-,conferencia,-,international joint conference on computational intelligence,international i*workshop,international workshop on multimedia and signal processing,international i*workshop,61,92,67,96,,B4,,B4,nulo,nao_tem,-
2460,Workshop for Pen and Touch Technology in Education (WIPTTE2013),20130.0,-,conferencia,-,computers and advanced technology in education,workshop on spoken language technology,international workshop on learning technology for education challenges,workshop of robotics in education,61,76,64,78,,,,,nulo,nao_tem,-
2461,Cryptographic Hardware and Embedded Systems-CHES 2000 Second International Workshop,20000.0,-,conferencia,ches,conference on cryptographic hardware and embedded systems,international i*workshop,conference on cryptographic hardware and embedded systems,international i*workshop,61,96,70,96,,B4,,B4,ratio sort,conference on cryptographic hardware and embedded systems,A1
2462,Cryptographer's Track (CT-RSA),20100.0,-,conferencia,ct-rsa,rsa conference cryptographers' track,rsa conference cryptographers' track,rsa conference cryptographers' track,rsa conference cryptographers' track,61,78,73,76,,,,,all,rsa conference cryptographers' track,A2
2463,II Encontro de Teoria da Computação,20180.0,-,conferencia,-,simposio brasileiro de tecnologia da informacao,workshop de desafios da computacao aplicada a educacao,seminario de computacao e mercado,seminario de computacao e mercado,61,66,65,65,,,,,nulo,nao_tem,-
2464,Grandes Desafios da Sociedade Brasileira de Computação,20060.0,-,conferencia,-,simposio brasileiro de computacao musical,simposio brasileiro de computacao musical,simposio brasileiro de redes de computadores e sistemas distribuidos,workshop de desafios da computacao aplicada a educacao,61,70,66,65,,,,,nulo,nao_tem,-
2465,European Geosciences Union General Assembly,20140.0,-,conferencia,-,european conference on information systems,european conference on information systems,conference on artificial general intelligence,conference on artificial general intelligence,61,62,57,57,,,,,nulo,nao_tem,-
2466,Workshop on Power Aware Computing and Systems (HotPower '14),20140.0,-,conferencia,-,workshop on circuits and systems design,workshop on approximate computing,workshop on circuits and systems design,workshop of urban computing,61,79,62,80,,,,B1,nulo,nao_tem,-
2467,IV Workshop de Redes de Acesso em Banda Larga,20140.0,-,conferencia,iv,workshop de testes e tolerancia a falhas,workshop iberchip,workshop de engenharia de software baseada em busca,workshop iberchip,61,65,62,64,,,,,nulo,nao_tem,-
2468,VII Conferencia Sociedade Chilena de Computacao,19860.0,-,conferencia,-,conferencia latinoamericana de informatica,agile conference,asian conference on computer vision,asian conference on computer vision,61,69,63,63,,,,,nulo,nao_tem,-
2469,Workshop de teses e dissertações em bancos de dados (WTDBD),20080.0,-,conferencia,-,workshop de testes e tolerancia a falhas,workshop de testes e tolerancia a falhas,workshop em desempenho de sistemas computacionais e de comunicacao,workshop iberchip,61,68,59,64,,,,,nulo,nao_tem,-
2470,Encontro de Teoria da Computação,,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,workshop de desafios da computacao aplicada a educacao,seminario de computacao e mercado,seminario de computacao e mercado,61,69,68,68,,,,,nulo,nao_tem,-
2471,Ingenharia de Ambientes de Software,19980.0,-,conferencia,-,simposio latinoamericano de ingenieria de software,workshop latinoamericano de ingenieria de software experimental,workshop de engenharia de software baseada em busca,acm international conference on embedded software,61,69,65,62,,,,,nulo,nao_tem,-
2472,Proceedings of the 2008 XXI Brazilian Symposium on Computer Graphics and Image Processing,20080.0,-,conferencia,-,international symposium on computer architecture and high performance computing,pacific symposium on biocomputing,brazilian symposium on multimedia and the web,computer on the beach,61,73,60,83,,,,B3,nulo,nao_tem,-
2473,SIBGRAPI 2000 - 13th Brazilian Symposium on Computer Graphics and Image Processing,20000.0,-,conferencia,sibgrapi,international symposium on computer architecture and high performance computing,pacific symposium on biocomputing,acm siggraph/eurographics symposium on computer animation,brazilian symposium on bioinformatics,61,73,66,75,,,,,nulo,nao_tem,-
2474,SIBGRAPI 2001 - 14th Brazilian Symposium on Computer Graphics and Image Processing,20010.0,-,conferencia,sibgrapi,international symposium on computer architecture and high performance computing,pacific symposium on biocomputing,acm siggraph/eurographics symposium on computer animation,brazilian symposium on bioinformatics,61,73,66,75,,,,,nulo,nao_tem,-
2475,Sibgrapi 2002 - 15th Brazilian Symposium on Computer Graphics and Image Processing,20020.0,-,conferencia,sibgrapi,international symposium on computer architecture and high performance computing,pacific symposium on biocomputing,acm siggraph/eurographics symposium on computer animation,brazilian symposium on bioinformatics,61,73,66,75,,,,,nulo,nao_tem,-
2476,XX Brazilian Symposium on Computer Graphics and Image Processing - SIBGRAPI 2007,20070.0,-,conferencia,sibgrapi,"brazilian symposium on components, architectures and reuse software",pacific symposium on biocomputing,acm siggraph/eurographics symposium on computer animation,brazilian symposium on bioinformatics,61,73,67,75,,,,,nulo,nao_tem,-
2477,29th Brazilian Symposium on Computer Networks and Distributed Systems (SBRC'2011),20110.0,-,conferencia,networks,"brazilian symposium on components, architectures and reuse software",brazilian symposium on formal methods,network and distributed system security symposium,ieee symposium on reliable distributed systems,61,78,67,82,,,,A3,nulo,nao_tem,-
2478,Southern Programmable Logic Conference,20090.0,-,conferencia,-,international cad conference,agile conference,conference on formal grammar,international conference on field-programmable logic and applications,61,81,67,87,,A3,,A2,nulo,nao_tem,-
2479,Concurso de Teses e Dissertações da SBC,20090.0,-,conferencia,-,workshop de testes e tolerancia a falhas,workshop de testes e tolerancia a falhas,congresso internacional de design da informacao,congresso internacional de design da informacao,61,62,51,51,,,,,nulo,nao_tem,-
2480,Intl. Work. on Combinatorial Image Analysis (IWCIA),20110.0,-,conferencia,-,siam workshop on combinatorial scientific computing,international workshop on combinatorial algorithms,international workshop on combinatorial algorithms,"international conference on probabilistic, combinatorial and asymptotic methods for the analysis of algorithms",61,62,68,69,,,,,nulo,nao_tem,-
2481,"Worshop of Thesis and Dissertations, XXXIII Conference on Graphics, Patterns and Images (SIBGRAPI)",20200.0,-,conferencia,patterns,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",61,100,62,100,,A3,,A3,all,"conference on graphics, patterns and images",A3
2482,VII Simposio de Computadores Tolerantes a Falhas,19970.0,-,conferencia,-,workshop de testes e tolerancia a falhas,workshop de testes e tolerancia a falhas,simposio brasileiro sobre fatores humanos em sistemas computacionais,simposio brasileiro de redes de computadores e sistemas distribuidos,61,68,59,67,,,,,ratio partial,workshop de testes e tolerancia a falhas,B4
2483,Primeiro Encontro de Teoria da Computação,20160.0,-,conferencia,-,simposio brasileiro de tecnologia da informacao,workshop de visao computacional,seminario de computacao e mercado,seminario de computacao e mercado,61,63,65,65,,,,,nulo,nao_tem,-
2484,"IEEE Intl. Conf. on Field Programmable Technology (ICFPT),",20070.0,-,conferencia,-,international conference on field-programmable logic and applications,international conference on field-programmable logic and applications,ieee international conference on industrial technology,international conference on field-programmable logic and applications,61,64,62,67,,,,,ratio partial set,international conference on field-programmable logic and applications,A2
2485,"Security, Privacy, and Applied Cryptography Engineering - 5th International Conference, SPACE 2015",20150.0,-,conferencia,space,"international conference on security, privacy, and applied cryptography engineering",international cad conference,"international conference on security, privacy, and applied cryptography engineering","international conference on security, privacy, and applied cryptography engineering",61,86,90,98,,B2,B1,B1,ratio partial set,"international conference on security, privacy, and applied cryptography engineering",B1
2486,XVIII Congresso Interno de Iniciação Científica da UNICAMP,20100.0,-,conferencia,-,congreso internacional de informatica educativa,congresso internacional de design da informacao,congresso internacional de design da informacao,congresso internacional de design da informacao,61,64,63,67,,,,,nulo,nao_tem,-
2487,Conferência da Sociedade Brasileira de Telecomunicações,20000.0,-,conferencia,-,congresso brasileiro de automatica,congresso brasileiro de automatica,simposio brasileiro de telecomunicacoes e processamento de sinais,simposio brasileiro de telecomunicacoes e processamento de sinais,61,65,63,67,,,,,sort set,simposio brasileiro de telecomunicacoes e processamento de sinais,B4
2488,Workshop on Network Virtualization and Intelligence for Future Network,20100.0,-,conferencia,-,ieee conference on network function virtualization and software defined networks,workshop on cloud networks,"workshop on software visualization, evolution and maintenance","workshop on software visualization, evolution and maintenance",61,73,66,72,,,,,nulo,nao_tem,-
2489,XX Brazilian Symposium on Computer Graphics and Image Processing (SIBGRAPI 2007),20070.0,-,conferencia,sibgrapi,"brazilian symposium on components, architectures and reuse software",pacific symposium on biocomputing,acm siggraph/eurographics symposium on computer animation,brazilian symposium on bioinformatics,61,73,67,75,,,,,nulo,nao_tem,-
2490,VI Simpósio de Guerra Eletrônica,20040.0,-,conferencia,-,simposio brasileiro de sistemas eletricos,ieee international symposium on consumer electronics,spie human vision and electronic imaging,spie human vision and electronic imaging,60,66,61,61,,,,,nulo,nao_tem,-
2491,Mostra Nacional de Robótica 2011,20110.0,-,conferencia,-,simposio brasileiro de robotica,encontro nacional de inteligencia artificial e computacional,international conference on advanced robotics,simposio brasileiro de robotica,60,66,55,57,,,,,ratio set,simposio brasileiro de robotica,B1
2492,1a Jornada de Estudos em Computação de Piracicaba e Região,20000.0,-,conferencia,-,workshop de pesquisa em computacao dos campos gerais,seminario de computacao e mercado,seminario de computacao e mercado,seminario de computacao e mercado,60,64,59,62,,,,,nulo,nao_tem,-
2493,Workshop on Rigorous Engineering of Fault-Tolerant Systems (REFT'2005),20050.0,-,conferencia,-,international workshop on engineering multiagent systems,workshop on requirements engineering,international workshop on software engineering for systems-of-systems,workshop on requirements engineering,60,78,66,78,,,,,nulo,nao_tem,-
2494,IEEE CVPR Workshop on Vision of the Unseen,20080.0,-,conferencia,cvpr,ieee workshop on information forensics and security,iberchip workshop,workshop on noisy user-generated text,ieee international conference on computer vision workshops,60,71,61,70,,,,,nulo,nao_tem,-
2495,Simpo&#769;sio de Processamento de Sinais da UNICAMP,20100.0,-,conferencia,-,simposio brasileiro de telecomunicacoes e processamento de sinais,simposio brasileiro de telecomunicacoes e processamento de sinais,simposio brasileiro de telecomunicacoes e processamento de sinais,simposio brasileiro de telecomunicacoes e processamento de sinais,60,62,71,73,,,,,nulo,nao_tem,-
2496,XXVIII Simpósio Brasileiro de Informática na Educação  SBIE (Brazilian Symposium on Computers in Education),20170.0,-,conferencia,sbie,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,60,100,61,100,,A3,,A3,all,simposio brasileiro de informatica na educacao,A3
2497,the 17th Brazilian Symposium,20180.0,-,conferencia,-,ieee haptics symposium,brazilian symposium on bioinformatics,brazilian symposium on multimedia and the web,brazilian symposium on multimedia and the web,60,68,66,90,,,,A4,nulo,nao_tem,-
2498,the 18th Brazilian Symposium,20190.0,-,conferencia,-,ieee haptics symposium,brazilian symposium on bioinformatics,brazilian symposium on multimedia and the web,brazilian symposium on multimedia and the web,60,68,66,90,,,,A4,nulo,nao_tem,-
2499,4th South American Workshop on String Processing (WSP'97),19970.0,-,conferencia,-,european workshop on visual information processing,workshop on hybrid reasoning,sensor array and multichannel signal processing workshop,latin american test workshop,60,71,63,76,,,,,nulo,nao_tem,-
2500,IV Workshop de Comunicacao sem Fio &#10;e Computacao Movel - WCSF'02,20020.0,-,conferencia,iv,workshop de computacao em clouds e aplicacoes,workshop de musica ubiqua,workshop em desempenho de sistemas computacionais e de comunicacao,workshop em desempenho de sistemas computacionais e de comunicacao,60,72,69,72,,,,,nulo,nao_tem,-
2501,"IFIP Conference on e-Commerce, e-Business, and e-Government - I3E'2005",20050.0,-,conferencia,-,"international conference on e-learning, e-business, enterprise information systems, and e-government",agile conference,ieee conference on business informatics,agile conference,60,75,61,77,,,,,ratio,"international conference on e-learning, e-business, enterprise information systems, and e-government",B4
2502,2018 Wireless Days (WD),20180.0,-,conferencia,wd,wireless days conference,wireless days conference,wireless days conference,wireless days conference,60,61,62,76,,,,,all,wireless days conference,A4
2503,I Encontro de Teoria da Computação,20160.0,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,workshop de desafios da computacao aplicada a educacao,seminario de computacao e mercado,seminario de computacao e mercado,60,68,66,66,,,,,nulo,nao_tem,-
2504,III Encontro de Teoria da Computação,20180.0,-,conferencia,-,simposio brasileiro de tecnologia da informacao,simposio brasileiro de tecnologia da informacao,seminario de computacao e mercado,seminario de computacao e mercado,60,64,64,64,,,,,nulo,nao_tem,-
2505,Primeiro Workshop de Bibliotecas Digitais,20050.0,-,conferencia,-,workshop de gestao de identidades digitais,workshop iberchip,workshop de gestao de identidades digitais,workshop de gestao de identidades digitais,60,71,63,68,,,,,nulo,nao_tem,-
2506,"Workshop of Thesis and Dissertations, 26th SIBGRAPI, The Conference on Graphics, Patterns, and Images",20130.0,-,conferencia,sibgrapi,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",60,98,60,100,,A3,,A3,all,"conference on graphics, patterns and images",A3
2507,the 19th Brazilian symposium,,-,conferencia,-,ieee haptics symposium,brazilian symposium on bioinformatics,brazilian symposium on multimedia and the web,brazilian symposium on multimedia and the web,60,68,66,90,,,,A4,nulo,nao_tem,-
2508,3th International Workshop on Ontology Matching co-located with the 17th International Semantic Web Conference,20180.0,-,conferencia,-,international workshop on uncertainty reasoning for the semantic web,international semantic web conference,international conference for internet technology and secured transactions,international semantic web conference,60,100,60,100,,A1,,A1,partial set,international semantic web conference,A1
2509,IEEE Workshop on Embedded Systems for Real-Time Multimedia (ESTIMEDIA),20040.0,-,conferencia,time,ieee workshop on self-organizing real-time systems,ieee workshop on self-organizing real-time systems,ieee workshop on self-organizing real-time systems,ieee workshop on self-organizing real-time systems,60,68,63,81,,,,B4,nulo,nao_tem,-
2510,Workshop on Architectural and Microarchitectural Support for Binary Translation,20080.0,-,conferencia,-,workshop on manufacturable and dependable multicore architectures at nanoscale,workshop iberchip,workshop on software engineering and architectures for realtime interactive systems,workshop iberchip,60,76,62,64,,,,,nulo,nao_tem,-
2511,INTelligent Embedded Systems Architectures and Applications (INTESA'18),20180.0,-,conferencia,-,"international conference on embedded computer systems: architectures, modeling and simulation",sai intelligent systems conference,international conference on intelligent systems design and applications,sai intelligent systems conference,60,65,71,72,,,,,nulo,nao_tem,-
2512,82nd EAGE Annual Conference &amp; Exhibition,20210.0,-,conferencia,-,"design, automation and test in europe conference and exhibition",agile conference,annual simulation and ai in games conference,agile conference,60,81,70,77,,A3,,,nulo,nao_tem,-
2513,eScience 2009 (workshop SBBD),20090.0,-,conferencia,escience,brazilian e-science workshop,workshop iberchip,brazilian e-science workshop,brazilian e-science workshop,60,65,65,65,,,,,nulo,nao_tem,-
2514,First workshop on Research data* management for linked open science ? DaMaLOS,20200.0,-,conferencia,-,international workshop on data management on new hardware,international workshop on data management on new hardware,international workshop on data privacy management,brazilian e-science workshop,60,67,62,73,,,,,nulo,nao_tem,-
2515,Second Brazilian Symposium on Graphs Algorithms and Combinatorics (GRACO 05),20050.0,-,conferencia,-,brazilian symposium on geoinformatics,european symposium on algorithms,international symposium algorithms and computation,european symposium on algorithms,60,78,60,84,,,,A3,nulo,nao_tem,-
2516,IEEE IRI,20110.0,-,conferencia,iri,ieee sensors,ieee virtual reality conference,ieee sensors,ieee conference on norbert wiener in the 21st century,60,88,60,67,,A3,,,nulo,nao_tem,-
2517,III Workshop em Sistemas Multimedia e Hipermedia,19970.0,-,conferencia,-,international workshop on content-based multimedia indexing,workshop de informatica medica,workshop latinoamericano de ingenieria de software experimental,workshop iberchip,60,67,63,64,,,,,nulo,nao_tem,-
2518,XIV Brazilian Symposium&#10;on Artificial Intelligence - SBIA'98,19980.0,-,conferencia,-,ibero-american conference on artificial intelligence,conference on artificial intelligence,symposium on computational intelligence in cyber security,conference on artificial intelligence,60,73,66,83,,,,A1,nulo,nao_tem,-
2519,NATO Advanced Science Institute: Theoretical Foundations of Computer Graphics and CAD,19870.0,-,conferencia,cad,international symposium on mathematical foundations of computer science,european association for computer graphics,international workshop on graph-theoretic concepts in computer science,symposium on logical foundations of computer science,60,74,64,75,,,,,nulo,nao_tem,-
2520,Simposio Internacional sobre Metodologias para o Projeto e Construcao de Sistemas de Hardware e Software,19760.0,-,conferencia,-,simposio internacional de educacao a distancia e encontro de pesquisadores em educacao a distancia,simposio internacional de informatica educatica,international symposium on methodologies for intelligent systems,seminario integrado de software e hardware,60,68,55,69,,,,,nulo,nao_tem,-
2521,VIII Simpósio de Computação Tolerante a Falhas,19990.0,-,conferencia,-,simposio brasileiro de computacao aplicada a saude,simposio de mecanica computacional,simposio brasileiro de computacao musical,simposio brasileiro de computacao aplicada a saude,60,68,62,71,,,,,nulo,nao_tem,-
2522,V Congreso Iberoamericano de Educacion Superior en,19960.0,-,conferencia,-,conferencia iberoamericana de software engineering,congresso brasileiro de automatica,conferencia iberoamericana de software engineering,conferencia iberoamericana de software engineering,60,65,64,64,,,,,nulo,nao_tem,-
2523,V Encontro de Teoria da Computação,,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,workshop de desafios da computacao aplicada a educacao,seminario de computacao e mercado,seminario de computacao e mercado,60,68,66,66,,,,,nulo,nao_tem,-
2524,SAST 2009 - Workshop Brasileiro de Teste de Software Sistemático e Automatizado,20090.0,-,conferencia,sast,simposio brasileiro de redes de computadores e sistemas distribuidos,workshop brasileiro de metodos ageis,ieee/acm international workshop on automation of software testing,workshop de software livre,60,78,65,87,,,,B4,nulo,nao_tem,-
2525,2nd Workshop on Network Virtualization and Intelligence for the Future Internet,20130.0,-,conferencia,-,workshop on computational intelligence and smart cities,workshop on cloud networks,"workshop on software visualization, evolution and maintenance",acm workshop on artificial intelligence and security,60,73,65,70,,,,,nulo,nao_tem,-
2526,13th IEEE Reconfigurable Architectures Workshop (RAW'06),20060.0,-,conferencia,-,european conference on software architecture workshops,iberchip workshop,european conference on software architecture workshops,workshop iberchip,60,65,63,64,,,,,nulo,nao_tem,-
2527,IV Simpósio Catarinense de Processamento Digital de Imagens,20040.0,-,conferencia,iv,simposio brasileiro de telecomunicacoes e processamento de sinais,digital heritage,simposio brasileiro de jogos e entretenimento digital,simposio brasileiro de telecomunicacoes e processamento de sinais,60,81,59,66,,B1,,,nulo,nao_tem,-
2528,"Workshop of Undergraduate Works (WUW) - XXXII Conference on Graphics, Patterns and Images (SIBGRAPI)",20190.0,-,conferencia,works,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",60,100,62,100,,A3,,A3,all,"conference on graphics, patterns and images",A3
2529,2014 Wireless Days (WD),,-,conferencia,wd,wireless days conference,wireless days conference,wireless days conference,wireless days conference,60,61,62,76,,,,,all,wireless days conference,A4
2530,V Encontro de Inciação Científica - PUC-CAMPINAS,20000.0,-,conferencia,-,encontro nacional de inteligencia artificial e computacional,international workshop on mining scientific publications,encontro nacional de inteligencia artificial e computacional,encontro nacional de inteligencia artificial e computacional,59,59,55,58,,,,,nulo,nao_tem,-
2531,IROS 2020 Trends and Advances in Machine Learning and Automated Reasoning for Intelligent Robots and Systems,20200.0,-,conferencia,iros,ieee/rsj international conference on intelligent robots and systems,advances in modal logic,international conference on machine learning and data mining in pattern recognition,sai intelligent systems conference,59,70,55,72,,,,,ratio,ieee/rsj international conference on intelligent robots and systems,A1
2532,Simpósio Internacional sobre Metodologias para o Projeto e Construção de Sistemas de Software e Hardware,19760.0,-,conferencia,-,simposio internacional de educacao a distancia e encontro de pesquisadores em educacao a distancia,seminario integrado de software e hardware,international symposium on methodologies for intelligent systems,seminario integrado de software e hardware,59,74,55,69,,,,,nulo,nao_tem,-
2533,WAIS'96 - II Workshop sobre Administração e Integração de Sistemas,19960.0,-,conferencia,-,workshop de transparencia de sistema,workshop sobre ensino de ihc,workshop sobre educacao em computacao,workshop sobre ensino de ihc,59,68,59,76,,,,,nulo,nao_tem,-
2534,the 28th Annual ACM Symposium,20130.0,-,conferencia,-,ieee haptics symposium,ieee computer society annual symposium on vlsi,annual acm symposium on theory of computing,annual symposium of the american medical informatics association,59,72,67,82,,,,A3,nulo,nao_tem,-
2535,I OFICINA NACIONAL EM PROBLEMAS COMBINATORIOS,19950.0,-,conferencia,-,international symposium on combinatorial search,international symposium compimage,international symposium on combinatorial search,international symposium on combinatorial search,59,61,61,61,,,,,nulo,nao_tem,-
2536,I Simpósio Regional de Tolerância a Falhas (SRTF'96),19960.0,-,conferencia,-,workshop de testes e tolerancia a falhas,workshop de testes e tolerancia a falhas,ieee international symposium on defect and fault tolerance in vlsi systems,workshop de testes e tolerancia a falhas,59,68,60,71,,,,,ratio partial set,workshop de testes e tolerancia a falhas,B4
2537,V Workshop Brasileiro de Desenvolvimento de Software Baseado em Componentes (WDBC'2005),20050.0,-,conferencia,-,workshop de desenvolvimento distribuido de software,workshop de desenvolvimento distribuido de software,workshop de desenvolvimento distribuido de software,workshop de software livre,59,76,59,87,,,,B4,nulo,nao_tem,-
2538,V Workshop Brasileiro de Desenvolvimento Baseado em Componentes (WDBC'2005),20050.0,-,conferencia,-,workshop de desenvolvimento distribuido de software,workshop brasileiro de metodos ageis,workshop brasileiro de metodos ageis,workshop brasileiro de metodos ageis,59,75,57,76,,,,,nulo,nao_tem,-
2539,Proccedings of the 10th European Conference,20160.0,-,conferencia,-,acm internet measurement conference,agile conference,european signal processing conference,european control conference,59,75,72,83,,,,A2,nulo,nao_tem,-
2540,EMBO workshop on cellular signaling and cancer therapy,20180.0,-,conferencia,-,workshop on computational intelligence and smart cities,workshop on exascale mpi,scandinavian workshop on algorithm theory,workshop iberchip,59,67,61,64,,,,,nulo,nao_tem,-
2541,Simulation Study Group Workshop,20020.0,-,conferencia,group,brazilian humanoid robot workshop,iberchip workshop,latin american test workshop,international workshop on geospatial simulation,59,65,64,76,,,,,nulo,nao_tem,-
2542,"XXII Simpósio Brasileiro de Informática na Educação (SBIE) & XVII Workshop de Informática na Escola (WIE), 2011",20110.0,-,conferencia,sbie,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,simposio brasileiro de informatica na educacao,59,100,61,100,,A3,,A3,all,simposio brasileiro de informatica na educacao,A3
2543,"30th Conference on Graphics, Patterns and Images (SIBGRAPI'2017) - Workshop of Thesis and Dissertations",20170.0,-,conferencia,patterns,"conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images","conference on graphics, patterns and images",59,100,60,100,,A3,,A3,all,"conference on graphics, patterns and images",A3
2544,XVI Seminário de Iniciação Científica da UFPA,20050.0,-,conferencia,-,seminario de computacao e mercado,seminario de computacao e mercado,seminario de computacao e mercado,seminario integrado de software e hardware,59,67,56,57,,,,,nulo,nao_tem,-
2545,the 29th Annual ACM Symposium,,-,conferencia,-,ieee haptics symposium,ieee computer society annual symposium on vlsi,annual acm symposium on theory of computing,annual symposium of the american medical informatics association,59,72,67,82,,,,A3,nulo,nao_tem,-
2546,The 21st GENI Engineering Conference - GEC21,20140.0,-,conferencia,-,ieee international requirements engineering conference,agile conference,international conference on web engineering,agile conference,59,75,66,77,,,,,nulo,nao_tem,-
2547,The 22nd GENI Engineering Conference - GEC22,20150.0,-,conferencia,-,ieee international requirements engineering conference,agile conference,ieee international conference on cloud engineering,agile conference,59,75,67,77,,,,,nulo,nao_tem,-
2548,2016 28th International Teletraffic Congress (ITC 28),20160.0,-,conferencia,itc,international test conference,international test conference,international conference on microelectronics,ieee international congress on bigdata,59,72,61,73,,,,,nulo,nao_tem,-
2549,Brazilian Technology Symposium (BTSym´20),20200.0,-,conferencia,-,brazilian symposium on bioinformatics,international command and control research and technology symposium,brazilian symposium in information and human language technology,brazilian symposium in information and human language technology,59,68,64,87,,,,B1,nulo,nao_tem,-
2550,Workshop on Semantic Interoperability in Medical Informatics (SIMI 2012),20120.0,-,conferencia,-,workshop on algorithms in bioinformatics,medical informatics europe,international workshop on computational semantics,medical informatics europe,59,77,64,84,,,,A3,nulo,nao_tem,-
2551,Workshop of Theses and Dissertations (WTDCGPI),20080.0,-,conferencia,-,workshop on circuits and systems design,workshop of robotics in education,international workshop on the web and databases,international workshop on the web and databases,59,64,66,68,,,,,nulo,nao_tem,-
2552,III Escola Regional de Alto Desempenho de São Paulo,20120.0,-,conferencia,-,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,simposio em sistemas computacionais de alto desempenho,59,63,57,63,,,,,nulo,nao_tem,-
2553,9th ACM SIGPLAN Workshop on Transactional Computing  (TRANSACT'14),20140.0,-,conferencia,-,international workshop on social computing in digital education,acm sigplan erlang workshop,international workshop on algorithms and computation,acm sigplan erlang workshop,59,74,63,85,,,,B3,nulo,nao_tem,-
2554,7th Code-based Cryptography Workshop,20190.0,-,conferencia,-,theory of cryptography,iberchip workshop,workshop on selected areas in cryptography,workshop on selected areas in cryptography,59,65,62,74,,,,,nulo,nao_tem,-
2555,Digital Subsurface Conference in Latin America,20210.0,-,conferencia,latin,interaction latin america,agile conference,latin american high performance computing conference,agile conference,59,81,67,77,,A3,,,nulo,nao_tem,-
2556,Brazilian Technology Symposium (BTSym?20),20200.0,-,conferencia,-,brazilian symposium on bioinformatics,international command and control research and technology symposium,brazilian symposium in information and human language technology,brazilian symposium in information and human language technology,59,68,64,87,,,,B1,nulo,nao_tem,-
